t_us,ch1,ch2,ch3,ch4,label
324000,698,1944,994,1923,center
328000,612,1936,980,1952,center
332000,707,1972,964,1946,center
336000,690,1938,967,1943,center
340000,694,1972,989,1970,center
344000,636,1934,979,1956,center
348000,694,1930,893,1944,center
352000,691,1940,994,1982,center
356000,625,1944,983,1960,center
360000,713,1911,973,1952,center
364000,695,1918,1014,1937,center
368000,681,1912,987,1946,center
372000,719,1913,978,1946,center
376000,704,1934,966,1948,center
380000,685,1920,989,1925,center
384000,640,1906,982,1942,center
388000,695,1900,966,1952,center
392000,686,1934,959,1936,center
396000,678,1932,980,1947,center
400000,620,1909,981,1943,center
404000,690,1930,908,1946,center
408000,696,1952,994,1938,center
412000,610,1967,981,1950,center
416000,689,1896,965,1938,center
420000,681,1933,964,1940,center
424000,676,1954,990,1938,center
428000,616,1938,974,1942,center
432000,685,1907,962,1935,center
436000,681,1925,996,1946,center
440000,685,1926,988,1948,center
444000,618,1922,980,1948,center
448000,695,1916,919,1939,center
452000,678,1923,985,1938,center
456000,710,1936,986,1946,center
460000,711,1926,970,1938,center
464000,694,1930,972,1930,center
468000,675,1912,984,1935,center
472000,704,1980,980,1936,center
476000,705,1942,975,1946,center
480000,692,1925,992,1918,center
484000,669,1904,982,1926,center
488000,705,1896,976,1930,center
492000,704,1939,940,1930,center
496000,686,2000,990,1916,center
500000,598,1916,976,1916,center
504000,695,1918,954,1917,center
508000,693,1956,1004,1913,center
512000,682,1950,978,1930,center
516000,710,1907,967,1917,center
520000,706,1945,937,1913,center
524000,684,1957,989,1933,center
528000,590,1960,978,1931,center
532000,713,1958,962,1921,center
536000,692,1936,946,1916,center
540000,681,1960,981,1932,center
544000,701,1960,976,1937,center
548000,714,1967,983,1920,center
552000,690,1932,990,1919,center
556000,640,1944,994,1929,center
560000,712,1962,912,1932,center
564000,700,1954,993,1952,center
568000,640,1935,972,1920,center
572000,720,1942,964,1922,center
576000,712,1980,952,1918,center
580000,689,1959,990,1924,center
584000,682,1944,966,1909,center
588000,699,1965,965,1913,center
592000,702,1979,990,1914,center
596000,687,1981,981,1928,center
600000,730,1962,958,1920,center
604000,711,1963,930,1894,center
608000,698,1975,980,1930,center
612000,629,1972,975,1942,center
616000,707,1970,893,1925,center
620000,701,1950,981,1906,center
624000,626,1954,976,1933,center
628000,726,1952,960,1837,center
632000,716,1976,963,1914,center
636000,689,1952,982,1919,center
640000,739,1947,972,1927,center
644000,728,1980,908,1932,center
648000,699,1964,980,1909,center
652000,683,1952,980,1924,center
656000,738,1974,969,1932,center
660000,718,1965,972,1928,center
664000,688,1958,986,1944,center
668000,691,1923,968,1928,center
672000,706,1938,905,1930,center
676000,699,1944,988,1931,center
680000,612,1945,986,1948,center
684000,714,1901,966,1934,center
688000,700,1913,937,1940,center
692000,684,1934,982,1942,center
696000,621,1920,972,1949,center
700000,704,1927,992,1942,center
704000,684,1908,981,1931,center
708000,676,1910,976,1944,center
712000,710,1926,972,1951,center
716000,691,1918,993,1932,center
720000,595,1923,978,1938,center
724000,710,1932,971,1938,center
728000,712,1942,976,1950,center
732000,686,1933,988,1943,center
736000,638,1910,974,1925,center
740000,710,1924,986,1924,center
744000,688,1947,990,1928,center
748000,608,1937,977,1932,center
752000,706,1908,968,1927,center
756000,698,1920,974,1924,center
760000,686,1927,992,1900,center
764000,640,1930,981,1936,center
768000,709,1966,960,1912,center
772000,680,1912,976,1886,center
776000,667,1936,986,1928,center
780000,715,1904,967,1928,center
784000,699,1916,910,1904,center
788000,677,1899,985,1898,center
792000,608,1900,974,1916,center
796000,707,1910,955,1920,center
800000,680,1907,982,1883,center
804000,666,1886,968,1902,center
808000,621,1866,962,1900,center
812000,682,1908,887,1892,center
816000,674,1903,973,1904,center
820000,627,1884,960,1898,center
824000,697,1970,943,1900,center
828000,690,1918,984,1905,center
832000,680,1904,959,1910,center
836000,699,1964,910,1902,center
840000,670,1904,980,1883,center
844000,667,1905,976,1914,center
848000,696,1889,956,1909,center
852000,684,1914,963,1904,center
856000,667,1904,970,1900,center
860000,622,1902,969,1909,center
864000,702,1924,906,1919,center
868000,696,1912,973,1893,center
872000,639,1891,1013,1907,center
876000,701,1950,956,1913,center
880000,694,1918,948,1904,center
884000,684,1916,974,1921,center
888000,611,1903,960,1907,center
892000,689,1893,894,1906,center
896000,679,1918,983,1907,center
900000,662,1918,976,1930,center
904000,703,1955,966,1902,center
908000,673,1902,920,1911,center
912000,669,1931,981,1944,center
916000,627,1931,973,1941,center
920000,695,1899,952,1926,center
924000,676,1902,984,1904,center
928000,639,1902,972,1936,center
932000,645,1898,960,1938,center
936000,683,1922,1004,1926,center
940000,656,1897,972,1922,center
944000,604,1898,967,1934,center
948000,676,1910,958,1922,center
952000,678,1924,988,1939,center
956000,659,1905,981,1936,center
960000,708,1874,958,1930,center
964000,681,1926,935,1938,center
968000,674,1926,986,1940,center
972000,621,1876,972,1934,center
976000,689,1886,898,1930,center
980000,671,1920,986,1938,center
984000,661,1926,985,1944,center
988000,695,1937,956,1934,center
992000,684,1915,926,1932,center
996000,666,1918,975,1812,center
1000000,623,1926,974,1950,center
1004000,696,1915,954,1927,center
1008000,679,1918,1025,1944,center
1012000,650,1914,975,1942,center
1016000,675,1982,975,1942,center
1020000,693,1937,755,1936,center
1024000,671,1904,977,1922,center
1028000,569,1898,983,1936,center
1032000,695,1904,962,1939,center
1036000,689,1934,988,1928,center
1040000,667,1917,975,1920,center
1044000,623,1898,965,1919,center
1048000,692,1939,920,1926,center
1052000,683,1928,986,1901,center
1056000,601,1916,966,1914,center
1060000,692,1937,965,1918,center
1064000,671,1926,987,1952,center
1068000,666,1934,977,1932,center
1072000,628,1900,964,1922,center
1076000,678,1914,978,1916,center
1080000,672,1917,978,1905,center
1084000,592,1932,972,1934,center
1088000,697,1896,963,1922,center
1092000,669,1907,954,1894,center
1096000,657,1921,976,1924,center
1100000,644,1940,967,1928,center
1104000,686,1945,898,1912,center
1108000,673,1938,976,1898,center
1112000,600,1937,969,1916,center
1116000,703,1935,966,1922,center
1120000,681,1962,950,1769,center
1124000,671,1957,979,1916,center
1128000,590,1932,966,1916,center
1132000,700,1954,899,1920,center
1136000,692,1969,986,1907,center
1140000,680,1942,966,1897,center
1144000,698,1921,952,1898,center
1148000,694,1948,916,1900,center
1152000,672,1963,978,1915,center
1156000,631,1948,965,1917,center
1160000,698,1911,878,1898,center
1164000,686,1946,981,1914,center
1168000,674,1955,966,1912,center
1172000,706,1924,950,1902,center
1176000,692,1944,891,1888,center
1180000,679,1947,971,1900,center
1184000,592,1955,965,1904,center
1188000,700,1964,916,1904,center
1192000,690,1931,974,1900,center
1196000,667,1948,968,1908,center
1200000,722,1943,956,1917,center
1204000,693,1972,917,1910,center
1208000,686,1960,976,1898,center
1212000,696,1945,960,1913,center
1216000,710,1989,952,1920,center
1220000,704,1979,977,1905,center
1224000,678,1963,964,1918,center
1228000,674,1945,960,1910,center
1232000,694,1966,906,1914,center
1236000,680,1974,962,1934,center
1240000,614,1948,955,1923,center
1244000,691,1967,909,1916,center
1248000,676,1960,972,1920,center
1252000,636,1968,952,1946,center
1256000,710,1957,935,1930,center
1260000,688,1941,988,1923,center
1264000,673,1936,976,1932,center
1268000,656,1927,956,1936,center
1272000,698,1950,992,1932,center
1276000,680,1926,974,1917,center
1280000,646,1908,964,1919,center
1284000,698,1913,952,1886,center
1288000,693,1947,990,1932,center
1292000,674,1922,960,1928,center
1296000,699,1984,960,1920,center
1300000,684,1933,979,1922,center
1304000,677,1945,973,1926,center
1308000,682,1934,966,1928,center
1312000,695,1865,911,1918,center
1316000,676,1922,976,1906,center
1320000,668,1935,971,1944,center
1324000,635,1921,963,1936,center
1328000,681,1920,884,1934,center
1332000,666,1922,968,1934,center
1336000,617,1920,969,1943,center
1340000,697,1935,994,1931,center
1344000,666,1913,965,1909,center
1348000,655,1918,952,1931,center
1352000,704,1979,956,1937,center
1356000,682,1945,980,1926,center
1360000,628,1930,964,1929,center
1364000,688,1928,946,1922,center
1368000,692,1950,980,1932,center
1372000,670,1892,966,1943,center
1376000,649,1936,964,1934,center
1380000,686,1930,983,1918,center
1384000,677,1940,974,1917,center
1388000,692,1952,968,1947,center
1392000,709,1977,962,1932,center
1396000,688,1932,916,1888,center
1400000,678,1943,982,1921,center
1404000,692,1950,974,1938,center
1408000,689,1942,979,1926,center
1412000,678,1934,978,1920,center
1416000,676,1928,970,1924,center
1420000,715,1923,958,1928,center
1424000,696,1948,964,1924,center
1428000,667,1934,970,1935,center
1432000,547,1920,957,1920,center
1436000,703,1943,918,1921,center
1440000,688,1942,987,1936,center
1444000,672,1922,986,1926,center
1448000,652,1876,954,1929,center
1452000,701,1931,952,1914,center
1456000,688,1940,980,1919,center
1460000,660,1924,952,1918,center
1464000,695,1982,943,1902,center
1468000,710,1939,982,1810,center
1472000,672,1958,978,1930,center
1476000,710,1943,962,1916,center
1480000,702,1922,928,1912,center
1484000,690,1945,972,1892,center
1488000,668,1963,972,1838,center
1492000,705,1937,950,1923,center
1496000,696,1954,931,1898,center
1500000,686,1950,970,1896,center
1504000,612,1958,963,1924,center
1508000,704,1948,893,1916,center
1512000,694,1954,979,1918,center
1516000,667,1938,970,1906,center
1520000,648,1931,935,1920,center
1524000,701,1956,866,1918,center
1528000,686,1953,962,1910,center
1532000,622,1926,958,1912,center
1536000,693,1926,939,1914,center
1540000,683,1962,975,1906,center
1544000,678,1952,972,1928,center
1548000,635,1920,952,1907,center
1552000,702,1935,935,1908,center
1556000,678,1948,970,1832,center
1560000,697,1934,964,1933,center
1564000,702,1911,947,1903,center
1568000,678,1918,975,1919,center
1572000,663,1936,977,1932,center
1576000,630,1934,956,1930,center
1580000,683,1929,963,1914,center
1584000,674,1922,970,1902,center
1588000,691,1928,973,1932,center
1592000,707,1930,957,1924,center
1596000,678,1922,970,1915,center
1600000,668,1919,967,1923,center
1604000,690,1902,968,1923,center
1608000,696,1950,910,1932,center
1612000,676,1928,971,1910,center
1616000,612,1917,960,1919,center
1620000,704,1954,956,1927,center
1624000,690,1940,984,1934,center
1628000,665,1932,982,1936,center
1632000,661,1909,968,1924,center
1636000,695,1928,902,1928,center
1640000,690,1939,982,1924,center
1644000,629,1927,971,1934,center
1648000,699,1896,952,1918,center
1652000,677,1920,971,1902,center
1656000,677,1938,972,1932,center
1660000,683,1909,958,1936,center
1664000,695,1937,897,1928,center
1668000,681,1922,969,1905,center
1672000,672,1932,969,1939,center
1676000,705,1927,948,1934,center
1680000,697,1956,983,1922,center
1684000,664,1938,960,1917,center
1688000,697,1918,961,1936,center
1692000,710,1970,913,1938,center
1696000,685,1964,977,1936,center
1700000,555,1960,968,1928,center
1704000,712,1952,949,1923,center
1708000,696,1966,950,1915,center
1712000,676,1963,975,1948,center
1716000,673,1941,958,1914,center
1720000,700,1947,904,1910,center
1724000,692,1959,968,1910,center
1728000,607,1966,963,1937,center
1732000,728,1954,974,1917,center
1736000,684,1946,908,1886,center
1740000,675,1954,969,1928,center
1744000,642,1966,958,1931,center
1748000,712,1965,984,1916,center
1752000,689,1950,972,1879,center
1756000,689,1964,965,1925,center
1760000,709,1938,949,1928,center
1764000,700,1980,937,1920,center
1768000,682,1938,964,1920,center
1772000,651,1932,957,1916,center
1776000,709,1967,913,1928,center
1780000,698,1950,970,1926,center
1784000,609,1927,957,1912,center
1788000,706,1935,942,1914,center
1792000,695,1945,977,1933,center
1796000,678,1944,982,1932,center
1800000,649,1902,950,1907,center
1804000,691,1931,986,1908,center
1808000,680,1936,976,1914,center
1812000,618,1940,956,1922,center
1816000,694,1910,950,1911,center
1820000,680,1923,967,1912,center
1824000,670,1934,963,1928,center
1828000,644,1918,960,1933,center
1832000,692,1930,894,1912,center
1836000,673,1906,966,1912,center
1840000,598,1902,958,1926,center
1844000,700,1905,964,1927,center
1848000,677,1910,974,1908,center
1852000,663,1882,956,1918,center
1856000,689,1888,948,1920,center
1860000,682,1922,920,1931,center
1864000,672,1920,972,1938,center
1868000,612,1900,958,1920,center
1872000,693,1915,893,1929,center
1876000,677,1923,969,1920,center
1880000,660,1923,967,1946,center
1884000,694,1923,929,1921,center
1888000,659,1898,969,1923,center
1892000,693,1920,945,1932,center
1896000,678,1926,978,1924,center
1900000,668,1918,964,2014,center
1904000,704,1905,946,1919,center
1908000,686,1924,900,1918,center
1912000,678,1945,971,1924,center
1916000,616,1944,958,1931,center
1920000,690,1900,939,1920,center
1924000,674,1932,971,1862,center
1928000,674,1952,975,1936,center
1932000,730,1928,962,1935,center
1936000,696,1938,906,1914,center
1940000,686,1932,972,1920,center
1944000,628,1938,966,1935,center
1948000,706,1926,918,1934,center
1952000,678,1943,974,1922,center
1956000,666,1928,970,1920,center
1960000,662,1936,954,1929,center
1964000,702,1956,1004,1919,center
1968000,684,1934,967,1929,center
1972000,614,1913,960,1920,center
1976000,701,1902,956,1934,center
1980000,685,1934,981,1934,center
1984000,664,1926,959,1930,center
1988000,498,1902,951,1918,center
1992000,682,1918,905,1922,center
1996000,668,1932,969,1945,center
2000000,621,1939,954,1931,center
2004000,683,1895,944,1924,center
2008000,678,1924,976,1930,center
2012000,668,1933,971,1944,center
2016000,650,1926,962,1943,center
2020000,682,1920,912,1919,center
2024000,676,1912,974,1916,center
2028000,626,1922,964,1933,right
2032000,710,1921,932,1930,right
2036000,682,1920,975,1901,right
2040000,669,1908,960,1931,right
2044000,710,1886,958,1932,right
2048000,690,1939,968,1929,right
2052000,668,1924,972,1926,right
2056000,604,1902,961,1922,right
2060000,694,1896,950,1926,right
2064000,686,1930,975,1928,right
2068000,662,1914,975,1932,right
2072000,693,1893,957,1920,right
2076000,678,1906,901,1918,right
2080000,660,1928,952,1948,right
2084000,627,1914,961,1937,right
2088000,685,1890,939,1920,right
2092000,679,1912,1011,1926,right
2096000,672,1930,972,1938,right
2100000,718,1924,958,1944,right
2104000,694,1915,895,1914,right
2108000,665,1908,950,1910,right
2112000,658,1918,985,1938,right
2116000,689,1924,945,1930,right
2120000,676,1928,924,1906,right
2124000,664,1912,970,1923,right
2128000,706,1900,954,1925,right
2132000,697,1938,892,1924,right
2136000,669,1937,964,1910,right
2140000,665,1915,957,1919,right
2144000,699,1973,952,1920,right
2148000,672,1938,970,1925,right
2152000,611,1938,964,1940,right
2156000,700,1902,945,1918,right
2160000,686,1928,911,1894,right
2164000,664,1947,959,1934,right
2168000,570,1946,959,1936,right
2172000,702,1944,1002,1921,right
2176000,680,1935,972,1906,right
2180000,609,1962,958,1934,right
2184000,709,1941,952,1938,right
2188000,692,1944,978,1990,right
2192000,656,1939,962,1925,right
2196000,728,1920,958,1932,right
2200000,689,1968,864,1938,right
2204000,676,1964,969,1922,right
2208000,623,1946,962,1944,right
2212000,695,1956,950,1932,right
2216000,687,1972,978,1945,right
2220000,676,1964,969,1948,right
2224000,715,1946,952,1934,right
2228000,702,1960,923,1927,right
2232000,696,1976,977,1923,right
2236000,619,1966,964,1938,right
2240000,699,1932,957,1921,right
2244000,702,1949,953,1928,right
2248000,678,1968,971,1944,right
2252000,685,2013,958,1935,right
2256000,753,1958,734,1918,right
2260000,687,1950,968,1930,right
2264000,623,1953,962,1933,right
2268000,710,1936,950,1944,right
2272000,698,1954,974,1898,right
2276000,664,1934,964,1918,right
2280000,672,1932,958,1920,right
2284000,705,1967,920,1943,right
2288000,682,1954,976,1900,right
2292000,670,1936,958,1925,right
2296000,704,1927,943,1926,right
2300000,707,1964,983,1940,right
2304000,686,1962,972,1944,right
2308000,694,1933,954,1928,right
2312000,706,1962,986,1930,right
2316000,682,1949,976,1956,right
2320000,635,1926,965,1851,right
2324000,699,1871,1004,1935,right
2328000,664,1867,922,1923,right
2332000,638,1848,977,1964,right
2336000,586,1813,972,1957,right
2340000,660,1760,882,1940,right
2344000,610,1726,989,1924,right
2348000,591,1696,973,1952,right
2352000,587,1682,978,1914,right
2356000,506,1668,957,1949,right
2360000,573,1636,927,1944,right
2364000,539,1630,971,1974,right
2368000,571,1639,906,1999,right
2372000,541,1615,978,2008,right
2376000,482,1578,968,2003,right
2380000,513,1474,934,2016,right
2384000,430,1389,998,2040,right
2388000,462,1312,976,2039,right
2392000,404,1243,1010,1880,right
2396000,331,1204,980,2034,right
2400000,398,1204,982,2042,right
2404000,307,1176,995,2046,right
2408000,365,1162,942,2026,right
2412000,332,1151,989,2027,right
2416000,360,1124,987,2028,right
2420000,349,1158,1002,2020,right
2424000,282,1140,989,1996,right
2428000,330,1138,921,1974,right
2432000,312,1152,986,1970,right
2436000,336,1052,971,1964,right
2440000,320,1186,983,1946,right
2444000,291,1168,966,1926,right
2448000,316,1197,926,1908,right
2452000,292,1229,966,1916,right
2456000,333,1228,951,1898,right
2460000,300,1237,958,1882,right
2464000,316,1223,942,1872,right
2468000,318,1288,972,1877,right
2472000,218,1304,943,1880,right
2476000,324,1339,970,1876,right
2480000,294,1340,952,1864,right
2484000,258,1354,948,1878,right
2488000,321,1372,955,1875,right
2492000,266,1362,957,1872,right
2496000,317,1372,984,1840,right
2500000,239,1381,950,1876,right
2504000,325,1416,1017,1877,right
2508000,302,1419,951,1882,right
2512000,306,1408,854,1868,right
2516000,297,1444,959,1907,right
2520000,300,1457,947,1902,right
2524000,315,1484,905,1889,right
2528000,294,1462,954,1881,right
2532000,325,1459,926,1886,right
2536000,302,1516,962,1885,right
2540000,242,1519,946,1903,right
2544000,317,1524,891,1893,right
2548000,288,1532,946,1894,right
2552000,332,1552,936,1904,right
2556000,324,1670,960,1902,right
2560000,296,1753,945,1902,right
2564000,393,1826,964,1894,right
2568000,386,1892,956,1912,right
2572000,436,1914,942,1922,right
2576000,420,1960,957,1891,right
2580000,360,1960,944,1907,right
2584000,434,1991,804,1905,right
2588000,431,2018,961,1928,right
2592000,456,1997,926,1900,right
2596000,430,2007,950,1783,right
2600000,384,2012,949,1916,right
2604000,466,2040,838,1922,right
2608000,429,2030,948,2022,right
2612000,376,2005,934,1912,right
2616000,444,2020,964,1890,right
2620000,374,2028,957,1930,right
2624000,464,2028,845,1922,right
2628000,440,2016,956,1907,right
2632000,473,1986,938,1906,right
2636000,462,2024,954,1905,right
2640000,401,2031,951,1924,right
2644000,470,1993,907,1907,right
2648000,444,1997,957,1888,right
2652000,366,1994,942,1916,right
2656000,463,2029,901,1901,right
2660000,411,2018,949,1919,right
2664000,466,1996,952,1904,right
2668000,437,1999,954,1914,right
2672000,424,1964,939,1924,right
2676000,455,2012,915,1918,right
2680000,438,1994,948,1916,right
2684000,458,1980,956,1882,right
2688000,455,2010,959,1913,right
2692000,460,1974,945,1938,right
2696000,461,1986,914,1901,right
2700000,448,1982,957,1917,right
2704000,473,1984,948,1922,right
2708000,448,2002,960,1926,right
2712000,419,1979,945,1914,right
2716000,458,1978,978,1899,right
2720000,436,1994,946,1918,right
2724000,483,1987,934,1922,right
2728000,457,1974,958,1902,right
2732000,368,1962,939,1870,right
2736000,466,1976,835,1906,right
2740000,421,1988,951,1927,right
2744000,478,1972,940,1914,right
2748000,449,1966,952,1888,right
2752000,436,1955,934,1914,right
2756000,448,1988,910,1928,right
2760000,447,1987,953,1931,right
2764000,468,1944,936,1912,right
2768000,450,1957,957,1906,right
2772000,391,1965,998,1919,right
2776000,466,1973,919,1914,right
2780000,438,1945,950,1912,right
2784000,472,1925,934,1905,right
2788000,455,1954,955,1936,right
2792000,378,1964,947,1924,right
2796000,463,1960,822,1910,right
2800000,436,1938,934,1912,right
2804000,462,1944,928,1910,right
2808000,455,1972,963,1916,right
2812000,393,1959,944,1919,right
2816000,464,1949,967,1910,right
2820000,441,1940,953,1895,right
2824000,428,1938,935,1922,right
2828000,461,1955,907,1904,right
2832000,376,1934,952,1960,right
2836000,461,1944,912,1893,right
2840000,482,1950,964,1921,right
2844000,460,1928,969,1893,right
2848000,400,1891,954,1900,right
2852000,463,1936,948,1896,right
2856000,460,1901,999,1904,right
2860000,442,1902,958,1906,right
2864000,423,1878,942,1896,right
2868000,460,1844,906,1986,right
2872000,427,1888,962,1897,right
2876000,449,1904,962,1912,right
2880000,380,1888,944,1898,right
2884000,443,1866,878,1880,right
2888000,452,1886,964,1892,right
2892000,439,1899,956,1904,right
2896000,441,1866,945,1908,right
2900000,459,1874,980,1892,right
2904000,448,1874,960,1800,right
2908000,394,1886,949,1906,right
2912000,454,1888,886,1902,right
2916000,446,1876,964,1792,right
2920000,423,1864,951,1900,right
2924000,492,1858,949,1914,right
2928000,440,1893,978,1908,right
2932000,434,1875,963,1896,right
2936000,399,1865,945,1908,right
2940000,464,1854,939,1910,right
2944000,458,1895,984,1913,right
2948000,442,1884,964,1900,right
2952000,379,1843,950,1896,right
2956000,455,1864,938,1898,right
2960000,444,1896,926,1898,right
2964000,433,1891,942,1905,right
2968000,356,1870,934,1888,right
2972000,452,1872,926,1912,right
2976000,426,1910,960,1910,right
2980000,438,1914,953,1906,right
2984000,398,1883,940,1892,right
2988000,461,1777,895,1886,right
2992000,438,1918,954,1888,right
2996000,424,1924,944,1900,right
3000000,403,1911,930,1885,right
3004000,449,1904,844,1884,right
3008000,429,1928,954,1904,right
3012000,396,1936,946,1908,right
3016000,464,1714,934,1902,right
3020000,453,1927,879,1885,right
3024000,442,1934,949,1892,right
3028000,364,1952,942,1915,right
3032000,466,1924,937,1908,right
3036000,467,1936,882,1901,right
3040000,454,1944,999,1918,right
3044000,404,1956,946,1922,right
3048000,467,1948,928,1914,right
3052000,459,1945,955,1888,right
3056000,446,1940,945,1896,right
3060000,420,1954,950,1907,right
3064000,471,1961,878,1900,right
3068000,458,1938,955,1844,right
3072000,439,1925,950,1896,right
3076000,480,1935,934,1911,right
3080000,474,1954,885,1907,right
3084000,464,1933,960,1906,right
3088000,430,1918,946,1896,right
3092000,486,1720,933,1905,right
3096000,452,1947,956,1908,right
3100000,453,1938,957,1880,right
3104000,433,1912,938,1902,right
3108000,462,1896,928,1906,right
3112000,468,1942,896,1918,right
3116000,446,1936,951,1924,right
3120000,391,1912,940,1906,right
3124000,474,1928,882,1907,right
3128000,454,1975,960,1897,right
3132000,434,1923,950,1918,right
3136000,403,1894,923,1910,right
3140000,464,1920,875,1902,right
3144000,445,1939,951,1922,right
3148000,366,1944,942,1922,right
3152000,467,1914,925,1905,right
3156000,462,1933,913,1891,right
3160000,452,1945,952,1900,right
3164000,445,1958,940,1916,right
3168000,474,1920,924,1903,right
3172000,458,1938,915,1892,right
3176000,441,1946,944,1898,right
3180000,383,1958,940,1917,right
3184000,483,1921,945,1914,right
3188000,464,1938,944,1906,right
3192000,448,1938,947,1898,right
3196000,463,1942,943,1916,right
3200000,482,1918,926,1902,right
3204000,452,1924,886,1870,right
3208000,435,1922,935,1875,right
3212000,396,1943,942,1920,right
3216000,480,1764,930,1927,right
3220000,462,1931,893,1896,right
3224000,436,1918,944,1904,right
3228000,396,1936,938,1920,right
3232000,472,1998,938,1918,right
3236000,445,1926,962,1899,right
3240000,439,1924,940,1912,right
3244000,381,1931,939,1910,right
3248000,479,1938,925,1918,right
3252000,456,1936,912,1890,right
3256000,436,1923,935,1900,right
3260000,396,1939,928,1910,right
3264000,479,2000,934,1920,right
3268000,471,1946,908,1904,right
3272000,440,1924,942,1907,right
3276000,385,1922,930,1904,right
3280000,471,2006,921,1918,right
3284000,472,1930,896,1900,right
3288000,443,1942,933,1911,right
3292000,399,1942,932,1904,right
3296000,472,1942,912,1906,right
3300000,467,1970,938,1906,right
3304000,440,1956,939,1922,right
3308000,402,1945,931,1907,right
3312000,469,1912,906,1914,right
3316000,474,1972,912,1910,right
3320000,456,1956,943,1919,right
3324000,395,1934,936,1915,right
3328000,468,1926,910,1906,right
3332000,456,1956,960,1926,right
3336000,390,1942,930,1916,right
3340000,475,1956,920,1909,right
3344000,463,1930,912,1892,right
3348000,446,1933,945,1928,right
3352000,402,1925,928,1914,right
3356000,466,1952,921,1892,right
3360000,451,1922,933,1886,right
3364000,436,1934,940,1923,right
3368000,411,1934,927,1930,right
3372000,476,1933,924,1902,right
3376000,459,1936,944,1906,right
3380000,446,1939,943,1924,right
3384000,442,1962,930,1924,right
3388000,478,1972,871,1908,right
3392000,457,1952,950,1895,right
3396000,450,1955,942,1921,right
3400000,427,1949,918,1928,right
3404000,486,1970,856,1913,right
3408000,464,1946,944,1890,right
3412000,450,1947,936,1920,right
3416000,417,1964,926,1927,right
3420000,480,1962,965,1914,right
3424000,447,1943,946,1917,right
3428000,471,1931,932,1918,right
3432000,489,1944,924,1928,right
3436000,475,1940,923,1922,right
3440000,445,1924,945,1918,right
3444000,384,1916,933,1917,right
3448000,480,1924,917,1936,right
3452000,457,1934,893,1900,right
3456000,444,1919,940,1916,right
3460000,383,1897,931,1911,right
3464000,465,1902,918,1914,right
3468000,466,1936,946,1932,right
3472000,435,1916,935,1914,right
3476000,486,1898,928,1911,right
3480000,468,1894,906,1915,right
3484000,463,1930,954,1927,right
3488000,433,1918,936,1926,right
3492000,474,1885,926,1906,right
3496000,465,1916,866,1917,right
3500000,439,1928,937,1936,right
3504000,357,1923,928,1930,right
3508000,456,1909,862,1915,right
3512000,441,1917,940,1901,right
3516000,444,1924,948,1939,right
3520000,416,1899,932,1922,right
3524000,430,1910,950,1918,right
3528000,442,1906,959,1877,right
3532000,440,1910,934,1934,right
3536000,466,1907,922,1935,right
3540000,463,1918,898,1922,right
3544000,434,1902,940,1904,right
