t_us,ch1,ch2,ch3,ch4,label
705708000,3570,1684,844,1690,center
705712000,3596,1788,841,1672,center
705716000,3516,1802,828,1656,center
705720000,3584,1681,825,1668,center
705724000,3570,1672,843,1682,center
705728000,3548,1771,823,1667,center
705732000,3640,1820,834,1668,center
705736000,3586,1697,853,1672,center
705740000,3568,1638,844,1676,center
705744000,3545,1751,838,1682,center
705748000,3630,1788,834,1666,center
705752000,3594,1702,846,1558,center
705756000,3510,1638,836,1667,center
705760000,3612,1681,828,1676,center
705764000,3632,1783,811,1672,center
705768000,3595,1730,852,1640,center
705772000,3560,1647,843,1680,center
705776000,3587,1702,853,1678,center
705780000,3611,1772,868,1710,center
705784000,3584,1749,834,1681,center
705788000,3564,1675,833,1640,center
705792000,3586,1659,770,1674,center
705796000,3600,1752,845,1696,center
705800000,3550,1760,842,1672,center
705804000,3584,1632,835,1626,center
705808000,3564,1629,861,1674,center
705812000,3575,1730,840,1675,center
705816000,3674,1766,833,1664,center
705820000,3603,1692,856,1651,center
705824000,3562,1616,841,1600,center
705828000,3575,1709,844,1669,center
705832000,3642,1748,840,1668,center
705836000,3656,1619,846,1648,center
705840000,3577,1556,840,1654,center
705844000,3594,1603,853,1640,center
705848000,3604,1661,850,1634,center
705852000,3569,1603,852,1643,center
705856000,3549,1456,841,1645,center
705860000,3556,1473,835,1614,center
705864000,3575,1576,850,1652,center
705868000,3552,1556,846,1652,center
705872000,3504,1436,832,1623,center
705876000,3502,1434,837,1654,center
705880000,3450,1552,832,1645,center
705884000,3554,1579,820,1659,center
705888000,3506,1527,862,1663,center
705892000,3496,1496,848,1668,center
705896000,3484,1624,825,1674,center
705900000,3586,1704,846,1678,center
705904000,3538,1607,835,1650,center
705908000,3467,1559,841,1670,center
705912000,3552,1676,839,1676,center
705916000,3594,1731,806,1670,center
705920000,3572,1680,844,1686,center
705924000,3484,1598,832,1661,center
705928000,3580,1592,848,1672,center
705932000,3596,1758,846,1694,center
705936000,3612,1742,817,1658,center
705940000,3577,1612,842,1666,center
705944000,3570,1650,802,1672,center
705948000,3607,1762,845,1662,center
705952000,3602,1784,837,1658,center
705956000,3588,1666,838,1655,center
705960000,3552,1664,844,1662,center
705964000,3532,1770,838,1662,center
705968000,3639,1824,836,1664,center
705972000,3598,1726,832,1665,center
705976000,3558,1667,842,1659,center
705980000,3616,1766,842,1670,center
705984000,3640,1841,822,1662,center
705988000,3602,1743,840,1678,center
705992000,3523,1668,838,1666,center
705996000,3616,1702,826,1670,center
706000000,3625,1816,855,1666,center
706004000,3616,1782,833,1675,center
706008000,3614,1670,838,1664,center
706012000,3602,1714,852,1673,center
706016000,3618,1782,842,1651,center
706020000,3606,1771,842,1667,center
706024000,3594,1690,829,1663,center
706028000,3584,1660,864,1666,center
706032000,3594,1755,832,1667,center
706036000,3584,1786,832,1660,center
706040000,3612,1673,830,1656,center
706044000,3568,1652,840,1644,center
706048000,3574,1756,842,1666,center
706052000,3514,1814,834,1662,center
706056000,3594,1700,786,1660,center
706060000,3554,1636,838,1668,center
706064000,3524,1723,842,1674,center
706068000,3650,1804,836,1670,center
706072000,3622,1722,849,1662,center
706076000,3556,1639,844,1660,center
706080000,3528,1690,814,1670,center
706084000,3648,1794,832,1672,center
706088000,3626,1744,841,1669,center
706092000,3566,1647,837,1664,center
706096000,3577,1650,850,1668,center
706100000,3602,1731,850,1664,center
706104000,3646,1730,838,1652,center
706108000,3588,1579,867,1643,center
706112000,3550,1539,844,1627,center
706116000,3570,1624,842,1652,center
706120000,3544,1630,844,1646,center
706124000,3564,1540,848,1651,center
706128000,3534,1440,851,1648,center
706132000,3564,1529,853,1669,center
706136000,3544,1571,848,1645,center
706140000,3446,1484,841,1630,center
706144000,3470,1399,831,1642,center
706148000,3513,1460,826,1650,center
706152000,3532,1574,838,1664,center
706156000,3514,1565,828,1643,center
706160000,3500,1504,840,1665,center
706164000,3531,1528,845,1662,center
706168000,3544,1642,840,1678,center
706172000,3483,1666,841,1640,center
706176000,3570,1590,834,1660,center
706180000,3528,1580,848,1662,center
706184000,3566,1686,840,1646,center
706188000,3543,1717,833,1660,center
706192000,3574,1653,782,1667,center
706196000,3547,1606,845,1696,center
706200000,3560,1707,840,1686,center
706204000,3654,1729,843,1722,center
706208000,3572,1676,834,1756,center
706212000,3546,1626,864,1826,center
706216000,3542,1715,870,1904,center
706220000,3632,1792,889,2016,center
706224000,3592,1703,932,2167,center
706228000,3556,1650,968,2270,center
706232000,3598,1718,980,2412,center
706236000,3570,1790,1000,2565,center
706240000,3570,1771,1028,2720,center
706244000,3576,1682,1067,2900,center
706248000,3602,1696,1120,3060,center
706252000,3642,1808,1080,3196,center
706256000,3660,1847,1154,3326,center
706260000,3536,1736,1162,3448,center
706264000,3582,1721,1210,3560,center
706268000,3648,1845,1238,3666,center
706272000,3664,1886,1286,3731,center
706276000,3657,1798,1232,3780,center
706280000,3622,1739,1290,3828,center
706284000,3640,1892,1302,3874,center
706288000,3688,1979,1324,3904,center
706292000,3656,1860,1336,3894,center
706296000,3650,1824,1368,3936,center
706300000,3706,1912,1348,3930,center
706304000,3734,1979,1371,3918,center
706308000,3683,1933,1370,3896,center
706312000,3618,1879,1384,3869,center
706316000,3700,1918,1387,3858,up
706320000,3744,2030,1388,3804,up
706324000,3755,2028,1389,3748,up
706328000,3719,1936,1389,3708,up
706332000,3764,1965,1394,3666,up
706336000,3730,2048,1389,3605,up
706340000,3766,2062,1408,3570,up
706344000,3758,1969,1395,3526,up
706348000,3746,1938,1416,3459,up
706352000,3794,2000,1384,3416,up
706356000,3756,2088,1390,3358,up
706360000,3684,1984,1386,3312,up
706364000,3748,1935,1396,3246,up
706368000,3784,2020,1419,3237,up
706372000,3827,2062,1339,3164,up
706376000,3812,2043,1380,3106,up
706380000,3701,1944,1373,3062,up
706384000,3776,2010,1387,3035,up
706388000,3864,2070,1380,2962,up
706392000,3810,2038,1382,2899,up
706396000,3790,1903,1381,2846,up
706400000,3810,1898,1331,2842,up
706404000,3854,1962,1371,2730,up
706408000,3810,1930,1379,2674,up
706412000,3752,1786,1381,2644,up
706416000,3756,1708,1341,2578,up
706420000,3778,1818,1360,2546,up
706424000,3780,1818,1344,2472,up
706428000,3740,1694,1310,2459,up
706432000,3702,1620,1340,2424,up
706436000,3735,1715,1342,2387,up
706440000,3740,1746,1350,2361,up
706444000,3735,1665,1340,2310,up
706448000,3610,1574,1326,2372,up
706452000,3702,1648,1328,2270,up
706456000,3734,1702,1295,2245,up
706460000,3710,1660,1321,2238,up
706464000,3584,1558,1332,2244,up
706468000,3669,1598,1330,2192,up
706472000,3704,1602,1340,2254,up
706476000,3659,1676,1326,2230,up
706480000,3642,1580,1339,2234,up
706484000,3666,1578,1264,2258,up
706488000,3704,1708,1323,2224,up
706492000,3709,1696,1346,2232,up
706496000,3664,1592,1344,2240,up
706500000,3652,1556,1302,2214,up
706504000,3658,1646,1339,2218,up
706508000,3682,1692,1346,2210,up
706512000,3648,1602,1363,2210,up
706516000,3655,1527,1337,2190,up
706520000,3584,1648,1348,2197,up
706524000,3700,1700,1358,2194,up
706528000,3678,1618,1266,2159,up
706532000,3600,1572,1338,2144,up
706536000,3648,1620,1347,2136,up
706540000,3706,1691,1344,2126,up
706544000,3696,1667,1340,2102,up
706548000,3652,1550,1342,2084,up
706552000,3630,1592,1346,2084,up
706556000,3690,1689,1351,2036,up
706560000,3608,1698,1338,2034,up
706564000,3624,1590,1348,1992,up
706568000,3650,1576,1338,1990,up
706572000,3704,1715,1342,1998,up
706576000,3628,1712,1331,1966,up
706580000,3638,1628,1325,1920,up
706584000,3644,1594,1264,1959,up
706588000,3673,1669,1328,1949,up
706592000,3677,1736,1336,1948,up
706596000,3656,1632,1328,1944,up
706600000,3662,1580,1326,1939,up
706604000,3682,1665,1333,1930,up
706608000,3688,1742,1327,1910,up
706612000,3682,1644,1300,1930,up
706616000,3658,1559,1330,1899,up
706620000,3664,1613,1336,1900,up
706624000,3668,1712,1330,1898,up
706628000,3678,1684,1296,1880,up
706632000,3668,1610,1329,1874,up
706636000,3608,1603,1336,1876,up
706640000,3680,1710,1339,1888,up
706644000,3708,1708,1287,1859,up
706648000,3639,1590,1327,1846,up
706652000,3620,1591,1326,1838,up
706656000,3686,1692,1352,1864,up
706660000,3712,1752,1328,1824,up
706664000,3638,1632,1333,1821,up
706668000,3616,1584,1332,1795,up
706672000,3674,1676,1326,1814,up
706676000,3650,1770,1324,1800,up
706680000,3634,1660,1331,1799,up
706684000,3638,1592,1336,1806,up
706688000,3662,1676,1346,1800,up
706692000,3652,1741,1328,1790,up
706696000,3674,1700,1332,1783,up
706700000,3598,1599,1322,1770,up
706704000,3674,1634,1324,1783,up
706708000,3684,1724,1318,1770,up
706712000,3696,1718,1318,1774,up
706716000,3672,1614,1323,1750,up
706720000,3581,1594,1321,1766,up
706724000,3674,1707,1330,1749,up
706728000,3704,1746,1335,1745,up
706732000,3676,1671,1322,1736,up
706736000,3574,1614,1314,1720,up
706740000,3681,1713,1323,1733,up
706744000,3707,1748,1341,1724,up
706748000,3688,1686,1314,1713,up
706752000,3554,1612,1323,1714,up
706756000,3682,1696,1322,1748,up
706760000,3724,1777,1277,1698,up
706764000,3704,1683,1314,1704,up
706768000,3632,1586,1328,1708,up
706772000,3675,1648,1289,1685,up
706776000,3722,1752,1322,1712,up
706780000,3664,1703,1326,1704,up
706784000,3636,1600,1326,1715,up
706788000,3658,1604,1313,1683,up
706792000,3634,1742,1317,1707,up
706796000,3684,1730,1318,1734,up
706800000,3663,1628,1328,1676,up
706804000,3659,1619,1279,1678,up
706808000,3602,1701,1316,1688,up
706812000,3690,1738,1317,1700,up
706816000,3674,1640,1326,1684,up
706820000,3662,1602,1317,1684,up
706824000,3684,1682,1314,1676,up
706828000,3702,1730,1322,1624,up
706832000,3671,1633,1307,1662,up
706836000,3590,1586,1314,1682,up
706840000,3658,1644,1322,1694,up
706844000,3698,1736,1286,1691,up
706848000,3698,1719,1319,1691,up
706852000,3576,1588,1326,1696,up
706856000,3658,1614,1333,1715,up
706860000,3688,1719,1331,1694,up
706864000,3624,1699,1323,1690,up
706868000,3640,1604,1331,1694,up
706872000,3640,1586,1365,1716,up
706876000,3686,1712,1312,1691,up
706880000,3604,1714,1319,1710,up
706884000,3643,1606,1326,1676,up
706888000,3634,1582,1270,1709,up
706892000,3704,1668,1323,1728,up
706896000,3680,1719,1325,1718,up
706900000,3667,1628,1325,1696,up
706904000,3650,1578,1298,1706,up
706908000,3658,1640,1322,1711,up
706912000,3689,1713,1326,1735,up
706916000,3680,1638,1342,1714,up
706920000,3635,1529,1329,1718,up
706924000,3622,1597,1344,1710,up
706928000,3680,1688,1327,1732,up
706932000,3672,1613,1330,1730,up
706936000,3538,1560,1318,1720,up
706940000,3616,1562,1336,1767,up
706944000,3670,1662,1292,1756,up
706948000,3706,1686,1340,1763,up
706952000,3626,1561,1342,1762,up
706956000,3620,1534,1348,1790,up
706960000,3671,1611,1336,1788,up
706964000,3574,1666,1342,1785,up
706968000,3610,1568,1338,1778,up
706972000,3614,1517,1360,1816,up
706976000,3652,1634,1342,1811,up
706980000,3603,1672,1344,1810,up
706984000,3638,1580,1362,1842,up
706988000,3602,1506,1312,1828,up
706992000,3638,1606,1348,1832,up
706996000,3634,1650,1359,1841,up
707000000,3640,1600,1376,1825,up
707004000,3624,1473,1350,1836,up
707008000,3523,1521,1365,1863,up
707012000,3624,1678,1364,1888,up
707016000,3628,1605,1388,1858,up
707020000,3616,1514,1362,1886,up
707024000,3578,1508,1381,1890,up
707028000,3618,1596,1378,1883,up
707032000,3638,1612,1335,1894,up
707036000,3530,1527,1378,1906,up
707040000,3500,1470,1380,1918,up
707044000,3596,1552,1403,1942,up
707048000,3648,1566,1386,1923,up
707052000,3562,1519,1376,1936,up
707056000,3540,1388,1394,1936,up
707060000,3586,1534,1408,1944,up
707064000,3614,1606,1350,1930,up
707068000,3378,1518,1386,1912,up
707072000,3542,1432,1384,1921,up
707076000,3570,1504,1414,1940,up
707080000,3630,1603,1392,1922,up
707084000,3509,1546,1395,1911,up
707088000,3542,1455,1400,1895,up
707092000,3562,1532,1404,1918,up
707096000,3618,1570,1398,1906,up
707100000,3608,1571,1396,1908,up
707104000,3552,1473,1399,1921,up
707108000,3558,1458,1380,1911,up
707112000,3616,1526,1396,1906,up
707116000,3588,1594,1400,1900,up
707120000,3514,1504,1402,1904,up
707124000,3546,1448,1346,1896,up
707128000,3600,1550,1400,1890,up
707132000,3580,1620,1401,1884,up
707136000,3580,1540,1325,1876,up
707140000,3562,1498,1378,1868,up
707144000,3510,1553,1398,1869,up
707148000,3587,1631,1408,1874,up
707152000,3590,1573,1433,1854,up
707156000,3563,1476,1392,1862,up
707160000,3526,1514,1421,1858,up
707164000,3616,1628,1402,1824,up
707168000,3588,1612,1383,1846,up
707172000,3574,1530,1397,1846,up
707176000,3505,1502,1401,1840,up
707180000,3575,1598,1410,1867,up
707184000,3584,1618,1402,1839,up
707188000,3555,1565,1386,1834,up
707192000,3550,1508,1409,1840,up
707196000,3565,1605,1408,1842,up
707200000,3594,1642,1347,1822,up
707204000,3568,1575,1396,1817,up
707208000,3450,1496,1404,1812,up
707212000,3554,1600,1412,1842,up
707216000,3600,1656,1420,1806,up
707220000,3502,1600,1400,1794,up
707224000,3499,1512,1393,1800,up
707228000,3555,1568,1404,1817,up
707232000,3606,1675,1420,1786,up
707236000,3526,1638,1402,1780,up
707240000,3524,1522,1399,1773,up
707244000,3542,1547,1400,1766,up
707248000,3610,1676,1390,1787,up
707252000,3612,1658,1395,1778,up
707256000,3535,1553,1408,1784,up
707260000,3547,1534,1412,1753,up
707264000,3592,1655,1398,1764,up
707268000,3503,1661,1406,1762,up
707272000,3550,1564,1408,1796,up
707276000,3530,1522,1412,1747,up
707280000,3576,1650,1398,1764,up
707284000,3512,1676,1406,1767,up
707288000,3549,1596,1402,1732,up
707292000,3544,1522,1376,1735,up
707296000,3579,1568,1398,1750,up
707300000,3568,1677,1400,1731,up
707304000,3566,1630,1408,1745,up
707308000,3544,1544,1414,1720,up
707312000,3566,1508,1389,1730,up
707316000,3563,1680,1394,1734,up
707320000,3578,1662,1393,1742,up
707324000,3542,1555,1396,1718,up
707328000,3560,1590,1400,1728,up
707332000,3591,1662,1410,1723,up
707336000,3578,1678,1404,1739,up
707340000,3554,1588,1370,1706,up
707344000,3576,1523,1416,1725,up
707348000,3562,1641,1410,1726,up
707352000,3588,1692,1410,1718,up
707356000,3548,1594,1387,1711,up
707360000,3464,1563,1406,1713,up
707364000,3552,1634,1406,1712,up
707368000,3592,1703,1405,1692,up
707372000,3576,1646,1354,1696,up
707376000,3480,1548,1389,1698,up
707380000,3542,1614,1410,1698,up
707384000,3590,1701,1372,1676,up
707388000,3590,1665,1402,1698,up
707392000,3558,1552,1411,1694,up
707396000,3552,1580,1411,1664,up
707400000,3555,1677,1402,1688,up
707404000,3610,1648,1401,1667,up
707408000,3550,1530,1416,1660,up
707412000,3526,1544,1399,1670,up
707416000,3524,1644,1424,1668,up
707420000,3602,1654,1414,1661,up
707424000,3547,1571,1412,1638,up
707428000,3514,1522,1398,1654,up
707432000,3580,1650,1392,1654,up
707436000,3601,1676,1401,1654,up
707440000,3546,1580,1416,1673,up
707444000,3450,1517,1397,1652,up
707448000,3570,1628,1412,1666,up
707452000,3578,1671,1406,1634,up
707456000,3552,1616,1405,1650,up
707460000,3482,1558,1397,1651,up
707464000,3553,1574,1344,1654,up
707468000,3568,1667,1398,1665,up
707472000,3598,1642,1402,1645,up
707476000,3558,1530,1382,1641,up
707480000,3544,1558,1403,1619,up
707484000,3555,1655,1400,1636,up
707488000,3543,1655,1396,1638,up
707492000,3538,1586,1362,1635,up
707496000,3538,1550,1399,1652,up
707500000,3584,1648,1400,1628,up
707504000,3596,1708,1392,1634,up
707508000,3556,1602,1372,1610,up
707512000,3514,1521,1398,1634,up
707516000,3557,1646,1394,1645,up
707520000,3586,1684,1350,1634,up
707524000,3536,1618,1394,1615,up
707528000,3520,1530,1387,1639,up
707532000,3564,1617,1397,1646,up
707536000,3572,1684,1424,1624,up
707540000,3552,1656,1392,1628,up
707544000,3536,1534,1392,1634,up
707548000,3536,1592,1412,1647,up
707552000,3568,1674,1399,1652,up
707556000,3546,1668,1392,1633,up
707560000,3548,1594,1389,1634,up
707564000,3496,1551,1376,1639,up
707568000,3553,1661,1378,1634,up
707572000,3550,1691,1390,1636,up
707576000,3554,1615,1357,1617,up
707580000,3518,1531,1393,1654,up
707584000,3528,1647,1391,1635,up
707588000,3500,1724,1388,1632,up
707592000,3550,1617,1341,1629,up
707596000,3511,1536,1398,1650,up
707600000,3482,1634,1424,1647,up
707604000,3584,1696,1392,1639,up
707608000,3560,1649,1392,1640,up
707612000,3504,1552,1395,1629,up
707616000,3553,1614,1395,1644,up
707620000,3574,1714,1356,1632,up
707624000,3560,1675,1394,1592,up
707628000,3464,1568,1386,1632,up
707632000,3532,1591,1396,1638,up
707636000,3571,1654,1422,1629,up
707640000,3552,1691,1395,1627,up
707644000,3488,1612,1385,1621,up
707648000,3531,1564,1338,1638,up
707652000,3544,1662,1391,1644,up
707656000,3506,1706,1385,1626,up
707660000,3560,1636,1372,1627,up
707664000,3510,1562,1395,1600,up
707668000,3524,1654,1392,1625,up
707672000,3558,1734,1391,1616,up
707676000,3558,1637,1344,1606,up
707680000,3500,1558,1385,1612,up
707684000,3470,1625,1376,1618,up
707688000,3571,1728,1376,1600,up
707692000,3552,1674,1387,1591,up
707696000,3506,1584,1378,1612,up
707700000,3563,1616,1378,1624,up
707704000,3552,1685,1381,1624,up
707708000,3544,1676,1383,1634,up
707712000,3428,1608,1385,1628,up
707716000,3542,1610,1398,1628,up
707720000,3564,1691,1347,1648,up
707724000,3558,1723,1394,1629,up
707728000,3474,1634,1382,1623,up
707732000,3522,1562,1383,1636,up
707736000,3539,1672,1389,1654,up
707740000,3328,1718,1391,1632,up
707744000,3554,1644,1378,1632,up
707748000,3532,1575,1394,1610,up
707752000,3522,1644,1392,1642,up
707756000,3506,1712,1378,1653,up
707760000,3556,1662,1371,1620,up
707764000,3510,1584,1392,1650,up
707768000,3537,1630,1385,1632,up
707772000,3566,1685,1388,1626,up
707776000,3571,1708,1390,1620,up
707780000,3520,1590,1396,1672,up
707784000,3468,1603,1379,1630,up
707788000,3567,1726,1346,1636,up
707792000,3564,1720,1393,1633,up
707796000,3440,1633,1386,1634,up
707800000,3536,1557,1382,1634,up
707804000,3552,1674,1339,1742,up
707808000,3564,1737,1387,1639,up
707812000,3544,1646,1397,1633,up
707816000,3516,1570,1347,1610,up
707820000,3531,1665,1380,1629,up
707824000,3554,1722,1382,1641,up
707828000,3544,1623,1365,1627,up
707832000,3526,1580,1358,1626,up
707836000,3518,1632,1385,1644,up
707840000,3544,1716,1386,1634,up
707844000,3562,1653,1382,1638,up
707848000,3506,1576,1386,1617,up
707852000,3488,1606,1382,1647,up
707856000,3523,1708,1378,1640,up
707860000,3558,1688,1398,1634,up
707864000,3507,1607,1388,1646,up
707868000,3444,1577,1391,1651,up
707872000,3563,1703,1400,1650,up
707876000,3550,1712,1381,1652,up
707880000,3498,1621,1382,1656,up
707884000,3528,1547,1380,1648,up
707888000,3546,1664,1381,1658,up
707892000,3524,1714,1384,1648,up
707896000,3450,1630,1378,1632,up
707900000,3520,1581,1363,1643,up
707904000,3528,1636,1394,1672,up
707908000,3530,1699,1384,1647,up
707912000,3510,1663,1364,1612,up
707916000,3504,1566,1344,1627,up
707920000,3511,1616,1406,1647,up
707924000,3478,1714,1380,1637,up
707928000,3554,1699,1327,1627,up
707932000,3498,1584,1386,1616,up
707936000,3478,1593,1376,1650,up
707940000,3580,1720,1372,1636,up
707944000,3558,1725,1377,1620,up
707948000,3524,1635,1385,1646,up
707952000,3474,1608,1376,1638,up
707956000,3564,1698,1365,1630,up
707960000,3558,1750,1399,1648,up
707964000,3527,1656,1381,1624,up
707968000,3528,1598,1354,1626,up
707972000,3554,1669,1398,1615,up
707976000,3564,1736,1379,1644,up
707980000,3539,1655,1379,1618,up
707984000,3534,1616,1376,1616,up
707988000,3518,1630,1393,1624,up
707992000,3546,1730,1377,1612,up
707996000,3500,1691,1370,1610,up
708000000,3514,1563,1370,1623,up
708004000,3508,1610,1398,1635,up
708008000,3544,1716,1371,1621,up
708012000,3588,1704,1373,1629,up
708016000,3536,1579,1378,1627,up
708020000,3510,1598,1380,1642,up
708024000,3504,1684,1377,1621,up
708028000,3580,1682,1374,1616,up
708032000,3533,1638,1402,1614,up
708036000,3490,1590,1369,1626,up
708040000,3478,1676,1372,1629,up
708044000,3567,1664,1386,1626,up
708048000,3518,1643,1370,1640,up
708052000,3488,1584,1383,1632,up
708056000,3522,1678,1367,1632,up
708060000,3558,1729,1314,1636,up
708064000,3504,1667,1380,1633,up
708068000,3392,1594,1365,1658,up
708072000,3524,1553,1357,1640,up
708076000,3540,1706,1376,1602,up
708080000,3522,1686,1372,1622,up
708084000,3488,1596,1366,1626,up
708088000,3506,1582,1342,1626,up
708092000,3528,1676,1370,1646,up
708096000,3494,1704,1382,1628,up
708100000,3522,1634,1352,1604,up
708104000,3512,1575,1373,1628,up
708108000,3530,1670,1373,1625,up
708112000,3450,1720,1368,1623,up
708116000,3518,1653,1368,1622,up
708120000,3500,1582,1392,1607,up
708124000,3529,1674,1372,1625,up
708128000,3567,1716,1366,1628,up
708132000,3540,1648,1386,1634,up
708136000,3494,1575,1372,1654,up
708140000,3504,1626,1371,1635,up
708144000,3515,1728,1361,1628,up
708148000,3544,1676,1374,1626,up
708152000,3495,1574,1367,1646,up
708156000,3495,1598,1368,1627,up
708160000,3554,1654,1368,1627,up
708164000,3526,1690,1402,1620,up
