t_us,ch1,ch2,ch3,ch4,label
1592000,4095,1834,1917,1900,up
1596000,4066,1864,1821,1891,up
1600000,3960,1842,1899,1898,up
1604000,4030,1827,1902,1914,up
1608000,3968,1828,1897,1901,up
1612000,4076,1808,1892,1890,up
1616000,4040,1824,1936,1840,up
1620000,4026,1810,1910,1904,up
1624000,3992,1782,1902,1894,up
1628000,4036,1804,1890,1874,up
1632000,4026,1810,1909,1894,up
1636000,3962,1799,1890,1890,up
1640000,4050,1811,1826,1888,up
1644000,4032,1810,1909,1868,up
1648000,4010,1810,1891,1874,up
1652000,4056,1818,1832,1878,up
1656000,4028,1820,1915,1877,up
1660000,3948,1811,1888,1870,up
1664000,4054,1836,1922,1858,up
1668000,4040,1824,1908,1879,up
1672000,3946,1809,1904,1894,up
1676000,4031,1798,1889,1876,up
1680000,4030,1830,1900,1850,up
1684000,4016,1833,1898,1876,up
1688000,4058,1808,1893,1897,up
1692000,4043,1837,1851,1881,up
1696000,4025,1833,1902,1890,up
1700000,3972,1820,1880,1877,up
1704000,4043,1848,1935,1895,up
1708000,4023,1849,1910,1856,up
1712000,3996,1841,1888,1883,up
1716000,4056,1820,1834,1880,up
1720000,4022,1864,1897,1876,up
1724000,3936,1861,1902,1890,up
1728000,4034,1844,1875,1882,up
1732000,4034,1878,1912,1868,up
1736000,4023,1880,1896,1880,up
1740000,3965,1870,1886,1882,up
1744000,4056,1885,1840,1868,up
1748000,4015,1882,1883,1808,up
1752000,3962,1880,1879,1865,up
1756000,4054,1882,1876,1892,up
1760000,4036,1882,1891,1854,up
1764000,4022,1892,1888,1843,up
1768000,4070,1879,1862,1864,up
1772000,4038,1900,1839,1847,up
1776000,4018,1898,1888,1881,up
1780000,3978,1888,1876,1874,up
1784000,4054,1899,1824,1858,up
1788000,4020,1897,1879,1882,up
1792000,3952,1894,1873,1881,up
1796000,4042,1899,1870,1876,up
1800000,4044,1911,1892,1847,up
1804000,4010,1902,1906,1879,up
1808000,4066,1878,1878,1894,up
1812000,4046,1898,1897,1886,up
1816000,4011,1889,1883,1875,up
1820000,4070,1872,1878,1877,up
1824000,4042,1886,1874,1885,up
1828000,4011,1882,1890,1888,up
1832000,3920,1890,1876,1875,up
1836000,4050,1922,1825,1884,up
1840000,4022,1897,1888,1895,up
1844000,3907,1894,1880,1887,up
1848000,4046,1892,1849,1873,up
1852000,4034,1906,1888,1860,up
1856000,4006,1906,1866,1926,up
1860000,3970,1918,1864,1888,up
1864000,4046,1909,1740,1875,up
1868000,4032,1905,1886,1876,up
1872000,3939,1890,1871,1888,up
1876000,4051,1874,1720,1888,up
1880000,4018,1886,1883,1852,up
1884000,3962,1889,1866,1871,up
1888000,4038,1879,1856,1870,up
1892000,4027,1892,1831,1848,up
1896000,4016,1894,1880,1883,up
1900000,4018,1872,1863,1865,up
1904000,4064,1906,1810,1860,up
1908000,4026,1900,1883,1862,up
1912000,3934,1882,1868,1869,up
1916000,4042,1900,1782,1846,up
1920000,4034,1904,1866,1844,up
1924000,4024,1904,1866,1861,up
1928000,4050,1884,1850,1852,up
1932000,4027,1905,1876,1838,up
1936000,4014,1900,1866,1846,up
1940000,4058,1898,1850,1856,up
1944000,4029,1914,1867,1844,up
1948000,4008,1911,1867,1848,up
1952000,3979,1921,1847,1842,up
1956000,4072,1927,1744,1854,up
1960000,4034,1920,1866,1874,up
1964000,3962,1908,1859,1856,up
1968000,4054,1931,1784,1844,up
1972000,4040,1930,1870,1850,up
1976000,4018,1921,1860,1872,up
1980000,4046,1900,1838,1857,up
1984000,4046,1932,1830,1826,up
1988000,4016,1922,1860,1863,up
1992000,3967,1918,1843,1871,up
1996000,4044,1933,1863,1852,up
2000000,4030,1926,1850,1856,up
2004000,4095,1912,1836,1845,up
2008000,4034,1934,1863,1851,up
2012000,4028,1931,1862,1864,up
2016000,3960,1940,1844,1854,up
2020000,4056,1948,1782,1828,up
2024000,4045,1929,1838,1796,up
2028000,3954,1906,1820,1772,up
2032000,4038,1880,1782,1693,up
2036000,4016,1891,1786,1615,up
2040000,3978,1867,1762,1558,up
2044000,4042,1822,1726,1513,up
2048000,4004,1844,1674,1430,up
2052000,3920,1847,1684,1354,up
2056000,4004,1846,1658,1284,up
2060000,4003,1794,1626,1236,up
2064000,3963,1802,1620,1178,up
2068000,3962,1785,1537,1088,up
2072000,3883,1771,1552,1016,up
2076000,3938,1763,1533,944,up
2080000,3954,1760,1470,856,up
2084000,3914,1743,1452,762,up
2088000,3938,1730,1367,663,up
2092000,3954,1724,1370,588,up
2096000,3922,1724,1357,516,up
2100000,3940,1693,1242,433,up
2104000,3866,1693,1272,357,up
2108000,3912,1708,1273,299,up
2112000,3834,1698,1204,250,up
2116000,3874,1704,1193,199,up
2120000,3899,1715,1094,124,up
2124000,3816,1700,1126,132,up
2128000,3868,1700,1126,131,up
2132000,3898,1710,1112,119,up
2136000,3924,1705,1066,107,up
2140000,3898,1726,1071,114,up
2144000,3890,1728,1078,168,up
2148000,3900,1730,1060,176,up
2152000,3924,1672,1048,200,up
2156000,3886,1742,1062,257,up
2160000,3888,1747,1072,281,up
2164000,3910,1742,1042,346,up
2168000,3800,1755,1068,390,up
2172000,3880,1762,1071,432,up
2176000,3884,1770,1082,501,up
2180000,3904,1766,1017,538,up
2184000,3946,1782,1064,577,up
2188000,3864,1760,1080,620,up
2192000,3890,1780,1096,634,center
2196000,3920,1752,1018,704,center
2200000,3806,1766,1092,744,center
2204000,3882,1804,1097,777,center
2208000,3906,1802,1066,805,center
2212000,3932,1782,1104,858,center
2216000,3890,1806,1105,889,center
2220000,3892,1814,1100,882,center
2224000,3928,1837,1075,926,center
2228000,3860,1821,1087,978,center
2232000,3902,1830,1112,999,center
2236000,3916,1828,1039,1026,center
2240000,3845,1826,1100,1056,center
2244000,3898,1840,1115,1008,center
2248000,3916,1836,1113,1108,center
2252000,3920,1814,1096,1129,center
2256000,3896,1839,1112,1139,center
2260000,3904,1840,1120,1157,center
2264000,3918,1845,1116,1201,center
2268000,3762,1824,1093,1218,center
2272000,3892,1850,1120,1220,center
2276000,3918,1858,1126,1240,center
2280000,3846,1872,1102,1276,center
2284000,3910,1872,1118,1296,center
2288000,3916,1866,1061,1282,center
2292000,3922,1874,1102,1318,center
2296000,3964,1852,1040,1356,center
2300000,3876,1882,1125,1379,center
2304000,3914,1893,1136,1371,center
2308000,3930,1872,1097,1392,center
2312000,3922,1894,1117,1418,center
2316000,3908,1898,1127,1417,center
2320000,3926,1897,1147,1446,center
2324000,3816,1920,1101,1460,center
2328000,3864,1919,1115,1526,center
2332000,3904,1916,1135,1511,center
2336000,3923,1892,1102,1522,center
2340000,3810,1919,1121,1531,center
2344000,3890,1920,1128,1526,center
2348000,3916,1930,1104,1554,center
2352000,3925,1891,1114,1577,center
2356000,3880,1934,1126,1586,center
2360000,3902,1941,1108,1580,center
2364000,3928,1913,1118,1614,center
2368000,3824,1930,1132,1626,center
2372000,3904,1931,1134,1596,center
2376000,3928,1933,1059,1627,center
2380000,3856,1904,1116,1647,center
2384000,3896,1932,1135,1658,center
2388000,3906,1931,1151,1649,center
2392000,3932,1902,1115,1662,center
2396000,3888,1919,1138,1678,center
2400000,3902,1925,1136,1689,center
2404000,3904,1929,1080,1659,center
2408000,3922,1898,1114,1686,center
2412000,3802,1926,1126,1708,center
2416000,3906,1930,1146,1708,center
2420000,3922,1926,1056,1716,center
2424000,3828,1916,1129,1715,center
2428000,3896,1928,1138,1714,center
2432000,3898,1916,1147,1698,center
2436000,3918,1898,1131,1784,center
2440000,3824,1928,1128,1748,center
2444000,3928,1963,1116,1643,center
2448000,3930,1905,1097,1681,center
2452000,3781,1884,1135,1808,center
2456000,3891,1920,1154,1820,center
2460000,3938,1969,1137,1672,center
2464000,3792,1934,1097,1686,center
2468000,3856,1882,1150,1839,center
2472000,3902,1896,1106,1838,center
2476000,3928,1938,1103,1724,center
2480000,3904,1958,1113,1691,center
2484000,3880,1886,1164,1848,center
2488000,3898,1865,1080,1896,center
2492000,3936,1968,1134,1772,center
2496000,3932,1966,1120,1710,center
2500000,3915,1900,1080,1835,center
2504000,3652,1876,1162,1904,center
2508000,3882,1944,1135,1816,center
2512000,3934,1977,1120,1722,center
2516000,3920,1886,1118,1801,center
2520000,3796,1866,1157,1888,center
2524000,3886,1920,1150,1850,center
2528000,3944,1950,1096,1738,center
2532000,3890,1920,1117,1774,center
2536000,3882,1870,1168,1899,center
2540000,3904,1896,1089,1906,center
2544000,3875,1940,1113,1767,center
2548000,3910,1936,1117,1754,center
2552000,3882,1866,1194,1914,center
2556000,3896,1873,1176,1936,center
2560000,3804,1942,1122,1793,center
2564000,3896,1954,1112,1746,center
2568000,3885,1889,1078,1882,center
2572000,3894,1856,1153,1948,center
2576000,3882,1953,1129,1850,center
2580000,3936,1984,1056,1837,center
2584000,3923,1888,1126,1867,center
2588000,3835,1880,1162,1960,center
2592000,3890,1947,1153,1871,center
2596000,3946,1983,1093,1768,center
2600000,3798,1918,1131,1833,center
2604000,3866,1882,1165,1944,center
2608000,3912,1917,1108,1927,center
2612000,3810,1963,1112,1787,center
2616000,3905,1934,1123,1778,center
2620000,3894,1867,1139,1949,center
2624000,3906,1840,1151,1962,center
2628000,3904,1967,1120,1814,center
2632000,3936,1966,1074,1771,center
2636000,3900,1884,1144,1925,center
2640000,3793,1872,1170,1980,center
2644000,3920,1950,1144,1818,center
2648000,3946,1932,1096,1777,center
2652000,3812,1872,1142,1909,center
2656000,3866,1866,1169,1966,center
2660000,3922,1938,1084,1888,center
2664000,3852,1967,1106,1799,center
2668000,3880,1894,1134,1892,center
2672000,3892,1871,1128,1982,center
2676000,3951,1909,1144,1937,center
2680000,3916,1985,1121,1811,center
2684000,3922,1937,1082,1822,center
2688000,3914,1868,1151,1975,center
2692000,3766,1904,1170,1970,center
2696000,3926,1984,1150,1806,center
2700000,3940,1920,1106,1800,center
2704000,3776,1894,1163,1968,center
2708000,3888,1903,1178,1984,center
2712000,3948,1962,1062,1852,center
2716000,3851,1993,1113,1794,center
2720000,3880,1910,1160,1945,center
2724000,3896,1912,1122,2002,center
2728000,3886,1990,1131,1898,center
2732000,3930,2012,1126,1778,center
2736000,3908,1928,1080,1912,center
2740000,3916,1889,1163,2018,center
2744000,3894,1972,1160,1955,center
2748000,3952,2014,1115,1814,center
2752000,3926,1917,1120,1865,center
2756000,3848,1898,1174,2006,center
2760000,3898,1952,1174,1973,center
2764000,3958,1974,1044,1829,center
2768000,3872,1954,1122,1830,center
2772000,3874,1886,1175,1998,center
2776000,3895,1904,1189,2009,center
2780000,3941,1956,1111,1847,center
2784000,3900,1974,1116,1812,center
2788000,3896,1896,1171,1968,center
2792000,3902,1882,1097,2018,center
2796000,3850,1973,1138,1890,center
2800000,3924,1985,1127,1819,center
2804000,3902,1896,1176,1942,center
2808000,3739,1880,1190,2022,center
2812000,3904,1945,1162,1940,center
2816000,3930,1988,1035,1820,center
2820000,3900,1882,1128,1910,center
2824000,3860,1890,1180,2034,center
2828000,3914,1938,1180,1970,center
2832000,3952,1920,1118,1842,center
2836000,3878,1934,1130,1854,center
2840000,3890,1864,1188,2026,center
2844000,3912,1842,1128,2018,center
2848000,3872,1965,1124,1838,center
2852000,3912,1960,1123,1813,center
2856000,3899,1878,1105,2002,center
2860000,3852,1866,1174,2023,center
2864000,3914,1962,1142,1856,center
2868000,3942,1947,1084,1806,center
2872000,3820,1862,1161,1962,center
2876000,3858,1865,1184,2023,center
2880000,3920,1942,1103,1892,center
2884000,3913,1954,1110,1807,center
2888000,3868,1867,1152,1912,center
2892000,3866,1860,1181,2014,center
2896000,3910,1916,1152,1950,center
2900000,3866,1960,1114,1826,center
2904000,3906,1914,1142,1861,center
2908000,3904,1858,1168,2023,center
2912000,3920,1889,1165,2003,center
2916000,3906,1962,1135,1829,center
2920000,3928,1942,1081,1817,center
2924000,3824,1856,1148,1973,center
2928000,3876,1850,1174,1962,center
2932000,3912,1920,1046,1752,center
2936000,3842,1902,1064,1660,center
2940000,3842,1832,1107,1794,center
2944000,3881,1853,1105,1783,center
2948000,3936,1926,1046,1601,center
2952000,3906,1940,1015,1447,center
2956000,3880,1812,907,1546,center
2960000,3838,1802,1033,1583,center
2964000,3880,1886,996,1450,center
2968000,3922,1890,918,1265,center
2972000,3848,1827,936,1296,center
2976000,3858,1783,970,1343,center
2980000,3835,1816,909,1266,center
2984000,3887,1884,858,1045,center
2988000,3906,1828,770,1032,center
2992000,3776,1785,872,1252,center
2996000,3846,1806,862,1100,center
3000000,3902,1856,753,870,down
3004000,3858,1856,755,811,down
3008000,3852,1775,731,970,down
3012000,3860,1771,768,954,down
3016000,3870,1858,720,728,down
3020000,3902,1872,658,690,down
3024000,3834,1810,710,832,down
3028000,3836,1811,718,846,down
3032000,3914,1861,650,726,down
3036000,3874,1904,615,596,down
3040000,3854,1824,657,718,down
3044000,3878,1803,653,829,down
3048000,3867,1911,578,754,down
3052000,3928,1978,588,597,down
3056000,3872,1891,586,668,down
3060000,3861,1849,635,832,down
3064000,3890,1857,609,796,down
3068000,3874,1931,556,647,down
3072000,3898,1914,555,644,down
3076000,3920,1817,580,856,down
3080000,3843,1872,598,893,down
3084000,3904,1972,565,712,down
3088000,3930,1974,516,704,down
3092000,3772,1900,558,905,down
3096000,3876,1964,588,967,down
3100000,3936,2001,510,840,down
3104000,3818,2006,513,779,down
3108000,3890,1914,555,913,down
3112000,3892,1910,582,1037,down
3116000,3920,1956,544,964,down
3120000,3940,2013,522,846,down
3124000,3938,1900,512,946,down
3128000,3828,1908,566,1070,down
3132000,3896,1948,556,1061,down
3136000,3862,2020,492,934,down
3140000,3915,1971,512,963,down
3144000,3886,1902,446,1160,down
3148000,3936,1894,552,1202,down
3152000,3938,2028,512,1024,down
3156000,3958,2033,478,1020,down
3160000,3864,1914,538,1234,down
3164000,3892,1908,567,1258,down
3168000,3956,1999,498,1139,down
