t_us,ch1,ch2,ch3,ch4,pc_time,label
379308163,1374,867,1068,1233,1770289250.293492,up
379312163,1410,892,1117,1285,1770289250.2974432,up
379316164,1447,905,1123,1308,1770289250.3014,up
379320162,1360,784,969,1178,1770289250.305368,up
379324162,1374,870,1076,1236,1770289250.3094862,up
379328163,1407,887,1108,1275,1770289250.313494,up
379332163,1455,907,1128,1314,1770289250.317497,up
379336164,1389,809,1000,1211,1770289250.321419,up
379340162,1387,865,1066,1228,1770289250.325512,up
379344162,1397,880,1095,1260,1770289250.329519,up
379348163,1446,911,1121,1308,1770289250.333468,up
379352163,1407,832,1031,1228,1770289250.3375082,up
379356164,1382,850,1050,1220,1770289250.3414998,up
379360162,1389,870,1080,1247,1770289250.345549,up
379364162,1447,920,1134,1310,1770289250.349508,up
379368163,1417,846,1052,1243,1770289250.3535411,up
379372164,1372,824,1019,1203,1770289250.357554,up
379376162,1377,864,1066,1226,1770289250.36156,up
379380162,1428,915,1128,1303,1770289250.365525,up
379384162,1425,869,1087,1274,1770289250.3695621,up
379388163,1367,806,992,1197,1770289250.373445,up
379392163,1369,861,1062,1224,1770289250.377633,up
379396162,1409,901,1119,1290,1770289250.381569,up
379400162,1432,889,1114,1296,1770289250.3856,up
379404163,1359,794,980,1188,1770289250.389481,up
379408163,1370,864,1066,1224,1770289250.393597,up
379412164,1406,891,1115,1283,1770289250.3975549,up
379416162,1445,899,1119,1306,1770289250.4016361,up
379420163,1352,779,961,1172,1770289250.405495,up
379424162,1369,877,1079,1239,1770289250.4096498,up
379428164,1408,891,1113,1283,1770289250.413614,up
379432164,1448,904,1126,1313,1770289250.4175029,up
379436162,1377,802,991,1196,1770289250.421367,up
379440162,1376,865,1068,1228,1770289250.4254909,up
379444163,1395,883,1100,1265,1770289250.4295459,up
379448164,1444,909,1129,1310,1770289250.433629,up
379452164,1399,824,1023,1223,1770289250.43766,up
379456162,1386,855,1055,1223,1770289250.441679,up
379460162,1392,873,1083,1248,1770289250.445672,up
379464163,1447,917,1131,1307,1770289250.449596,up
379468164,1412,841,1050,1239,1770289250.4536781,up
379472164,1380,836,1037,1211,1770289250.457648,up
379476162,1380,866,1077,1241,1770289250.4617028,up
379480162,1439,919,1136,1312,1770289250.465655,up
379484163,1424,860,1072,1264,1770289250.469708,up
379488164,1376,816,1004,1203,1770289250.473691,up
379492162,1375,860,1062,1225,1770289250.4777,up
379496162,1417,909,1124,1292,1770289250.481644,up
379500162,1429,883,1105,1291,1770289250.4857101,up
379504163,1359,796,986,1189,1770289250.489596,up
379508164,1370,863,1062,1225,1770289250.493705,up
379512164,1408,892,1116,1284,1770289250.497709,up
379516162,1442,893,1121,1309,1770289250.5017211,up
379520162,1353,782,964,1175,1770289250.505641,up
379524163,1374,873,1078,1240,1770289250.509774,up
379528164,1411,893,1114,1287,1770289250.513737,up
379532164,1446,903,1126,1310,1770289250.517767,up
379536162,1366,792,980,1191,1770289250.521622,up
379540162,1376,869,1072,1236,1770289250.526083,up
379544163,1405,885,1111,1273,1770289250.529757,up
379548164,1457,908,1129,1316,1770289250.5337548,up
379552162,1397,819,1015,1218,1770289250.5377889,up
379556162,1389,861,1058,1228,1770289250.5417511,up
379560163,1394,875,1087,1253,1770289250.54578,up
379564163,1448,914,1127,1310,1770289250.549813,up
379568164,1410,837,1037,1230,1770289250.5538208,up
379572162,1378,844,1041,1214,1770289250.557795,up
379576163,1379,867,1078,1242,1770289250.561816,up
379580163,1443,922,1138,1314,1770289250.5657978,up
379584163,1426,852,1065,1252,1770289250.569872,up
379588164,1375,819,1011,1205,1770289250.573823,up
379592162,1377,863,1068,1233,1770289250.577848,up
379596163,1424,914,1127,1301,1770289250.5818398,up
379600163,1433,876,1097,1283,1770289250.585851,up
379604164,1361,802,991,1197,1770289250.590645,up
379608164,1370,862,1064,1227,1770289250.593784,up
379612162,1409,894,1117,1286,1770289250.597889,up
379616163,1439,894,1120,1306,1770289250.60186,up
379620163,1358,791,976,1188,1770289250.605742,up
379624164,1373,867,1070,1229,1770289250.609834,up
379628162,1405,891,1113,1282,1770289250.6138291,up
379632162,1446,901,1123,1306,1770289250.6178749,up
379636163,1356,784,969,1177,1770289250.62174,up
379640163,1371,872,1075,1237,1770289250.625858,up
379644164,1406,886,1109,1275,1770289250.6298969,up
379648162,1455,907,1129,1311,1770289250.633909,up
379652162,1386,809,1001,1210,1770289250.637867,up
379656163,1384,863,1058,1226,1770289250.6418712,up
379660163,1396,879,1091,1259,1770289250.645895,up
379664164,1445,912,1125,1306,1770289250.64991,up
379668162,1402,834,1032,1227,1770289250.653895,up
379672162,1380,849,1049,1217,1770289250.6579058,up
379676163,1386,872,1079,1245,1770289250.661932,up
379680163,1445,921,1133,1308,1770289250.6659331,up
379684164,1415,847,1053,1244,1770289250.66994,up
379688162,1371,825,1017,1203,1770289250.673915,up
379692162,1372,858,1063,1224,1770289250.677936,up
379696163,1421,912,1126,1300,1770289250.6819048,up
379700163,1422,867,1085,1272,1770289250.685952,up
379704164,1366,804,994,1195,1770289250.689861,up
379708162,1368,860,1061,1223,1770289250.693964,up
379712162,1409,900,1118,1290,1770289250.69797,up
379716163,1432,890,1115,1301,1770289250.701979,up
379720163,1359,793,980,1190,1770289250.7058408,up
379724164,1371,864,1066,1225,1770289250.710012,up
379728162,1406,892,1115,1283,1770289250.7139509,up
379732162,1443,901,1122,1308,1770289250.718011,up
379736163,1353,778,962,1172,1770289250.721909,up
379740163,1373,875,1082,1239,1770289250.726014,up
379744162,1409,890,1112,1278,1770289250.7300348,up
379748162,1453,907,1126,1307,1770289250.7340028,up
379752162,1378,802,989,1195,1770289250.737931,up
379756163,1376,864,1066,1230,1770289250.7420428,up
379760164,1394,882,1100,1266,1770289250.746046,up
379764162,1451,908,1128,1311,1770289250.750019,up
379768162,1402,826,1024,1221,1770289250.7540638,up
379772163,1385,855,1056,1223,1770289250.758018,up
379776164,1391,873,1082,1248,1770289250.762074,up
379780164,1447,917,1133,1308,1770289250.766071,up
379784162,1412,842,1051,1239,1770289250.77019,up
379788163,1380,835,1028,1210,1770289250.774152,up
379792163,1380,861,1073,1237,1770289250.778165,up
379796164,1437,919,1132,1306,1770289250.782181,up
379800164,1426,861,1072,1262,1770289250.78617,up
379804162,1374,815,1000,1200,1770289250.7901409,up
379808162,1375,860,1061,1225,1770289250.7941902,up
379812163,1416,906,1122,1294,1770289250.798151,up
379816164,1428,885,1104,1292,1770289250.80217,up
379820164,1359,798,988,1189,1770289250.8060422,up
379824162,1370,862,1063,1226,1770289250.81019,up
379828162,1408,892,1114,1282,1770289250.814195,up
379832163,1441,900,1118,1304,1770289250.818177,up
379836164,1351,782,961,1172,1770289250.8220081,up
379840164,1372,873,1079,1239,1770289250.826197,up
379844162,1410,892,1113,1284,1770289250.8301802,up
379848162,1446,904,1124,1309,1770289250.834132,up
379852163,1366,792,978,1191,1770289250.8380601,up
379856164,1375,865,1071,1233,1770289250.842169,up
379860164,1398,883,1101,1269,1770289250.846221,up
379864162,1452,908,1128,1311,1770289250.850173,up
379868162,1393,819,1017,1216,1770289250.854202,up
379872163,1386,860,1059,1227,1770289250.858191,up
379876164,1392,876,1089,1255,1770289250.8621812,up
379880164,1447,914,1127,1311,1770289250.866165,up
379884162,1411,837,1037,1231,1770289250.870191,up
379888162,1378,838,1039,1213,1770289250.874152,up
379892163,1379,866,1078,1242,1770289250.8782961,up
379896164,1443,921,1138,1313,1770289250.882199,up
379900164,1426,854,1065,1253,1770289250.886234,up
379904162,1372,818,1009,1204,1770289250.890202,up
379908163,1376,863,1068,1232,1770289250.8942451,up
379912163,1423,913,1127,1301,1770289250.898189,up
379916164,1434,878,1096,1281,1770289250.902239,up
379920162,1361,801,990,1191,1770289250.906131,up
379924162,1368,862,1063,1223,1770289250.910282,up
379928163,1409,895,1117,1284,1770289250.914195,up
379932163,1435,896,1113,1296,1770289250.918046,up
379936164,1354,788,974,1181,1770289250.92199,up
379940162,1369,867,1071,1229,1770289250.926096,up
379944163,1403,888,1112,1283,1770289250.9301498,up
379948163,1447,904,1123,1308,1770289250.934109,up
379952163,1359,785,970,1179,1770289250.938049,up
379956162,1372,869,1075,1234,1770289250.942165,up
379960162,1403,885,1103,1270,1770289250.946225,up
379964163,1454,909,1127,1312,1770289250.9502442,up
379968163,1389,811,1001,1212,1770289250.954293,up
379972164,1386,864,1065,1229,1770289250.9582741,up
379976162,1397,880,1096,1260,1770289250.962314,up
379980162,1447,912,1128,1312,1770289250.966314,up
379984163,1409,832,1033,1229,1770289250.970304,up
379988163,1382,849,1050,1219,1770289250.9743621,up
379992164,1387,871,1080,1245,1770289250.9783528,up
379996162,1446,923,1134,1309,1770289250.982316,up
380000162,1416,847,1054,1245,1770289250.9863849,up
380004163,1371,824,1015,1203,1770289250.990319,up
380008163,1375,859,1062,1225,1770289250.994349,up
380012164,1422,911,1122,1298,1770289250.9982421,up
380016162,1422,869,1085,1271,1770289251.002384,up
380020162,1365,806,994,1196,1770289251.006272,up
380024163,1368,861,1062,1224,1770289251.010401,up
380028163,1408,900,1119,1291,1770289251.014378,up
380032164,1432,889,1115,1301,1770289251.018406,up
380036162,1359,794,978,1192,1770289251.022159,up
380040162,1372,864,1065,1226,1770289251.026377,up
380044163,1406,891,1115,1283,1770289251.03039,up
380048163,1444,899,1120,1308,1770289251.0344472,up
380052164,1353,777,960,1172,1770289251.038343,up
380056162,1374,875,1081,1241,1770289251.0424051,up
380060162,1409,889,1112,1277,1770289251.046428,up
380064163,1453,905,1127,1311,1770289251.050441,up
380068163,1379,803,991,1196,1770289251.054345,up
380072164,1376,865,1066,1226,1770289251.0583968,up
380076162,1394,881,1099,1264,1770289251.062437,up
380080162,1444,910,1127,1307,1770289251.066427,up
380084163,1399,827,1022,1224,1770289251.070466,up
380088163,1383,854,1053,1222,1770289251.074443,up
380092164,1390,873,1081,1248,1770289251.078468,up
380096162,1447,918,1131,1309,1770289251.082484,up
380100162,1412,843,1050,1239,1770289251.0864792,up
380104163,1379,835,1026,1210,1770289251.0904162,up
380108164,1379,868,1075,1240,1770289251.094368,left
380112162,1439,920,1135,1309,1770289251.09835,left
380116162,1423,860,1074,1269,1770289251.102551,left
380120162,1374,811,1000,1202,1770289251.1064901,left
380124163,1375,860,1061,1226,1770289251.1105542,left
380128164,1417,907,1122,1294,1770289251.114466,left
380132162,1430,886,1107,1294,1770289251.118473,left
380136162,1359,797,988,1193,1770289251.1224651,left
380140162,1370,863,1067,1226,1770289251.1264188,left
380144164,1408,892,1114,1283,1770289251.1304698,left
380148164,1442,898,1117,1305,1770289251.134552,left
380152162,1351,781,962,1173,1770289251.138433,left
380156162,1370,874,1079,1239,1770289251.142508,left
380160163,1410,891,1114,1284,1770289251.146573,left
380164164,1445,905,1122,1309,1770289251.150544,left
380168164,1367,792,979,1192,1770289251.154443,left
380172162,1376,867,1073,1236,1770289251.158543,left
380176162,1405,885,1102,1270,1770289251.1625578,left
380180163,1455,909,1126,1313,1770289251.166532,left
380184164,1397,819,1016,1217,1770289251.170558,left
380188164,1386,860,1056,1226,1770289251.1745138,left
380192162,1394,876,1087,1253,1770289251.178591,left
380196162,1448,915,1127,1310,1770289251.182548,left
380200163,1411,838,1037,1230,1770289251.1865852,left
380204164,1378,843,1039,1209,1770289251.190563,left
380208164,1379,867,1078,1238,1770289251.194617,left
380212162,1441,922,1138,1313,1770289251.198596,left
380216162,1424,854,1066,1253,1770289251.202604,left
380220163,1373,817,1007,1201,1770289251.206579,left
380224164,1372,859,1063,1226,1770289251.2106528,left
380228162,1417,907,1124,1294,1770289251.214616,left
380232162,1420,876,1095,1281,1770289251.2186491,left
380236162,1353,800,990,1189,1770289251.222522,left
380240163,1364,863,1065,1224,1770289251.2266712,left
380244164,1406,895,1117,1284,1770289251.230575,left
380248164,1435,896,1115,1302,1770289251.234677,left
380252162,1353,787,974,1181,1770289251.238524,left
380256162,1368,867,1069,1226,1770289251.242671,left
380260163,1402,888,1111,1273,1770289251.2466822,left
380264164,1447,902,1123,1305,1770289251.250666,left
380268164,1359,787,974,1180,1770289251.254529,left
380272162,1372,870,1076,1238,1770289251.258625,left
380276163,1406,885,1105,1275,1770289251.26263,left
380280163,1456,908,1126,1313,1770289251.266722,left
380284164,1392,813,1003,1212,1770289251.2707021,left
380288162,1385,863,1063,1228,1770289251.274698,left
380292162,1395,878,1090,1258,1770289251.27868,left
380296163,1446,911,1129,1310,1770289251.282701,left
380300163,1406,834,1035,1227,1770289251.286756,left
380304164,1381,848,1048,1217,1770289251.290693,left
380308162,1386,871,1080,1245,1770289251.294772,left
380312163,1446,921,1136,1313,1770289251.298733,left
380316163,1423,847,1052,1245,1770289251.3027399,left
380320163,1374,823,1014,1202,1770289251.306768,left
380324164,1375,859,1063,1225,1770289251.3107688,left
380328162,1423,914,1126,1300,1770289251.314751,left
380332163,1424,871,1086,1273,1770289251.318689,left
380336163,1365,805,994,1195,1770289251.32261,left
380340163,1368,860,1062,1224,1770289251.326782,left
380344162,1408,899,1118,1289,1770289251.330751,left
380348162,1433,892,1115,1301,1770289251.334806,left
380352163,1359,791,979,1192,1770289251.338721,left
380356163,1371,865,1065,1226,1770289251.342827,left
380360164,1407,893,1113,1282,1770289251.346807,left
380364162,1446,900,1120,1309,1770289251.350848,left
380368162,1354,780,961,1173,1770289251.354702,left
380372163,1374,874,1081,1239,1770289251.358815,left
380376163,1408,889,1112,1277,1770289251.362839,left
380380164,1453,906,1124,1308,1770289251.366827,left
380384162,1379,804,992,1198,1770289251.370676,left
380388162,1376,861,1059,1225,1770289251.374738,left
380392163,1393,879,1091,1258,1770289251.378836,left
380396163,1440,909,1126,1305,1770289251.382834,left
380400164,1397,829,1025,1219,1770289251.386858,left
380404162,1381,853,1050,1217,1770289251.3908422,left
380408162,1386,873,1081,1245,1770289251.394887,left
380412163,1441,919,1132,1306,1770289251.3988721,left
380416163,1411,844,1051,1239,1770289251.402875,left
380420164,1377,834,1026,1209,1770289251.406844,left
380424162,1378,864,1074,1237,1770289251.410899,left
380428162,1436,918,1134,1306,1770289251.414906,left
380432163,1424,862,1074,1263,1770289251.4187362,left
380436163,1370,813,997,1200,1770289251.4226959,left
380440164,1375,861,1063,1226,1770289251.4267352,left
380444162,1414,903,1122,1294,1770289251.4307709,left
380448162,1431,885,1104,1293,1770289251.4349608,left
380452163,1358,797,984,1188,1770289251.4388149,left
380456163,1368,862,1064,1223,1770289251.442914,left
380460164,1407,893,1115,1276,1770289251.446919,left
380464162,1443,896,1116,1304,1770289251.45089,left
380468162,1348,780,964,1172,1770289251.45488,left
380472163,1372,875,1080,1239,1770289251.458942,left
380476164,1410,891,1114,1284,1770289251.4629672,left
380480162,1446,904,1125,1309,1770289251.466939,left
380484162,1372,793,981,1192,1770289251.470845,left
380488162,1377,867,1070,1234,1770289251.474943,left
380492163,1399,883,1101,1267,1770289251.47897,left
380496164,1452,909,1127,1308,1770289251.4829361,left
380500162,1399,821,1018,1221,1770289251.486978,left
380504162,1388,858,1058,1227,1770289251.4909608,left
380508163,1393,873,1084,1251,1770289251.4950001,left
380512164,1447,914,1126,1307,1770289251.498989,left
380516164,1411,839,1038,1230,1770289251.5029702,left
380520162,1377,842,1029,1209,1770289251.506977,left
380524163,1379,865,1076,1240,1770289251.51102,left
380528163,1439,921,1136,1311,1770289251.515003,left
380532164,1423,855,1067,1253,1770289251.519032,left
380536164,1373,815,1002,1200,1770289251.5229912,left
380540162,1371,860,1059,1223,1770289251.527049,left
380544162,1416,907,1124,1292,1770289251.531028,left
380548163,1425,880,1102,1284,1770289251.5349371,left
380552164,1355,799,987,1195,1770289251.5389252,left
380556164,1367,862,1062,1226,1770289251.5430558,left
380560162,1408,894,1116,1284,1770289251.547047,left
380564162,1437,895,1118,1303,1770289251.5511029,left
380568163,1352,785,973,1181,1770289251.554949,left
380572164,1370,869,1072,1234,1770289251.559063,left
380576164,1408,890,1112,1277,1770289251.563081,left
380580162,1450,904,1122,1306,1770289251.567065,left
380584162,1361,786,974,1181,1770289251.570963,left
380588163,1372,868,1073,1234,1770289251.575168,left
380592164,1402,885,1103,1270,1770289251.5791638,left
380596162,1453,907,1125,1308,1770289251.583161,left
380600162,1387,814,1003,1212,1770289251.5871592,left
380604162,1383,861,1062,1227,1770289251.591132,left
380608163,1392,877,1090,1258,1770289251.595211,left
380612164,1445,912,1125,1308,1770289251.599152,left
380616164,1405,834,1034,1227,1770289251.6032581,left
380620162,1379,849,1049,1218,1770289251.607163,left
380624162,1385,869,1080,1245,1770289251.6111748,left
380628163,1448,921,1137,1313,1770289251.615167,left
380632164,1424,848,1059,1251,1770289251.61919,left
380636164,1376,826,1015,1203,1770289251.623133,left
380640162,1380,864,1070,1231,1770289251.62719,left
380644163,1427,915,1128,1304,1770289251.6311512,left
380648163,1428,873,1089,1277,1770289251.6351721,left
380652164,1364,805,991,1195,1770289251.639064,left
380656162,1370,861,1064,1225,1770289251.643199,left
380660162,1407,898,1118,1289,1770289251.6472378,left
380664163,1433,892,1117,1301,1770289251.651184,left
380668163,1358,791,980,1189,1770289251.655139,left
380672164,1372,868,1073,1229,1770289251.659235,left
380676162,1408,891,1114,1282,1770289251.663191,left
380680163,1444,900,1123,1309,1770289251.667237,left
380684163,1355,781,962,1174,1770289251.6711721,left
380688164,1374,873,1079,1239,1770289251.675188,left
380692164,1407,890,1112,1277,1770289251.679229,left
380696162,1454,907,1126,1308,1770289251.683223,left
380700163,1381,804,993,1198,1770289251.6871638,left
380704163,1379,862,1060,1224,1770289251.6912608,left
380708164,1395,880,1097,1259,1770289251.695127,left
380712162,1441,910,1127,1307,1770289251.699101,left
380716162,1400,830,1026,1223,1770289251.703168,left
380720163,1382,849,1051,1220,1770289251.707232,left
380724163,1388,872,1080,1247,1770289251.711262,left
380728164,1445,919,1134,1309,1770289251.71525,left
380732162,1414,843,1051,1243,1770289251.719264,left
380736162,1378,831,1020,1205,1770289251.723253,left
380740163,1379,865,1070,1233,1770289251.727262,left
380744163,1433,918,1132,1304,1770289251.7312891,left
380748164,1424,864,1078,1269,1770289251.735229,left
380752162,1372,811,997,1201,1770289251.739201,left
380756162,1375,860,1061,1226,1770289251.743351,left
380760163,1414,905,1121,1294,1770289251.747275,left
380764163,1433,888,1111,1294,1770289251.7513149,left
380768164,1359,797,981,1191,1770289251.755232,left
380772162,1370,863,1063,1227,1770289251.75935,left
380776162,1409,893,1115,1278,1770289251.76336,left
380780163,1446,898,1119,1304,1770289251.767349,left
380784163,1350,776,959,1170,1770289251.7712462,left
380788164,1369,874,1081,1239,1770289251.7753549,left
380792162,1408,891,1115,1284,1770289251.779337,left
380796162,1449,904,1125,1309,1770289251.78335,left
380800163,1374,794,978,1193,1770289251.787263,left
380804163,1377,866,1068,1231,1770289251.7913558,left
380808164,1395,883,1100,1267,1770289251.7954519,left
380812162,1451,909,1128,1311,1770289251.7993898,left
380816162,1399,821,1019,1223,1770289251.8034189,left
380820163,1389,858,1056,1228,1770289251.807376,left
380824163,1394,875,1083,1250,1770289251.811389,left
380828164,1448,916,1127,1309,1770289251.8153532,left
380832162,1413,841,1046,1233,1770289251.8193998,left
380836162,1381,839,1039,1213,1770289251.823377,left
380840163,1381,867,1078,1241,1770289251.8274078,left
380844164,1442,920,1135,1309,1770289251.8313842,left
380848162,1426,857,1071,1256,1770289251.835413,left
380852162,1373,815,1002,1199,1770289251.8394299,left
380856162,1370,859,1061,1223,1770289251.8434591,left
380860163,1414,905,1124,1292,1770289251.847422,left
380864164,1426,880,1103,1286,1770289251.8514822,left
380868162,1357,799,987,1191,1770289251.8553238,left
380872162,1368,861,1063,1225,1770289251.859482,left
380876163,1407,894,1116,1284,1770289251.8634582,left
380880164,1439,896,1118,1301,1770289251.8674371,left
380884164,1352,784,969,1180,1770289251.871364,left
380888162,1371,872,1076,1235,1770289251.875464,left
380892162,1408,890,1113,1277,1770289251.879481,left
380896163,1449,903,1122,1305,1770289251.8834932,left
380900164,1364,789,975,1183,1770289251.88738,left
380904164,1373,866,1073,1235,1770289251.891498,left
380908162,1402,882,1101,1270,1770289251.8955362,left
380912162,1454,907,1126,1307,1770289251.899497,left
380916163,1389,815,1005,1214,1770289251.903521,left
380920164,1384,862,1058,1225,1770289251.9075022,left
380924164,1392,877,1089,1254,1770289251.9115222,left
380928162,1446,913,1126,1308,1770289251.915547,left
380932162,1406,835,1035,1227,1770289251.919408,left
380936163,1378,845,1043,1215,1770289251.923479,left
380940164,1379,868,1078,1243,1770289251.927404,left
380944164,1444,923,1137,1314,1770289251.931437,left
380948162,1424,851,1061,1251,1770289251.935461,left
380952162,1374,820,1015,1203,1770289251.9393961,left
380956163,1378,865,1071,1233,1770289251.94342,left
380960164,1424,913,1127,1302,1770289251.9474602,left
380964162,1427,876,1088,1277,1770289251.951553,left
380968162,1363,804,992,1191,1770289251.955405,left
380972162,1368,862,1063,1224,1770289251.9595299,left
380976163,1409,895,1118,1286,1770289251.9635699,left
380980164,1436,894,1119,1302,1770289251.9676108,left
380984164,1358,789,977,1187,1770289251.971463,left
380988162,1372,867,1074,1229,1770289251.975528,left
380992162,1407,891,1114,1277,1770289251.979595,left
380996163,1446,901,1121,1307,1770289251.983566,left
381000164,1356,782,963,1174,1770289251.9874802,left
381004164,1371,873,1076,1236,1770289251.9915671,left
381008162,1405,887,1111,1275,1770289251.9956338,left
381012163,1453,906,1127,1313,1770289251.999639,left
381016163,1385,807,994,1210,1770289252.003523,left
381020164,1386,866,1068,1229,1770289252.0075881,left
381024162,1397,881,1099,1265,1770289252.01164,left
381028162,1452,910,1128,1313,1770289252.0155919,left
381032163,1411,831,1029,1229,1770289252.019682,left
381036163,1385,850,1053,1222,1770289252.023644,left
381040164,1390,872,1079,1248,1770289252.027646,left
381044162,1448,918,1133,1310,1770289252.031627,left
381048163,1416,844,1051,1243,1770289252.035658,left
381052163,1378,829,1019,1204,1770289252.03964,left
381056163,1379,863,1069,1231,1770289252.043692,left
381060164,1430,917,1131,1305,1770289252.047688,left
381064162,1426,868,1085,1272,1770289252.05164,left
381068163,1369,810,999,1202,1770289252.05554,left
381072163,1374,859,1062,1226,1770289252.059715,left
381076164,1413,901,1120,1293,1770289252.063688,left
381080162,1433,890,1114,1296,1770289252.067683,left
381084162,1361,795,981,1190,1770289252.071593,left
381088162,1371,863,1066,1228,1770289252.075713,left
381092163,1409,893,1115,1283,1770289252.079724,left
381096164,1442,898,1118,1306,1770289252.083751,left
381100162,1350,777,959,1169,1770289252.08764,left
381104162,1369,875,1080,1240,1770289252.0917382,left
381108163,1407,890,1113,1278,1770289252.095732,left
381112163,1451,905,1125,1307,1770289252.099714,left
381116164,1376,799,986,1194,1770289252.103648,left
381120162,1377,866,1068,1225,1770289252.10772,left
381124162,1395,880,1099,1264,1770289252.111764,left
381128163,1444,907,1119,1307,1770289252.1157582,left
381132163,1397,825,1020,1221,1770289252.1197782,left
381136164,1383,856,1056,1224,1770289252.1237388,left
381140162,1391,872,1080,1248,1770289252.127776,left
381144162,1446,917,1131,1307,1770289252.131776,left
381148163,1411,843,1049,1239,1770289252.135776,left
381152163,1380,833,1029,1212,1770289252.139828,left
381156164,1381,865,1075,1238,1770289252.144277,left
381160162,1438,919,1134,1307,1770289252.1478531,left
381164162,1424,859,1071,1259,1770289252.151843,left
381168163,1374,814,1000,1199,1770289252.1557791,left
381172163,1369,860,1060,1224,1770289252.159822,left
381176164,1414,905,1122,1294,1770289252.1638432,left
381180162,1427,883,1104,1292,1770289252.1677911,left
381184162,1359,798,987,1191,1770289252.171707,left
381188163,1370,864,1066,1225,1770289252.175791,left
381192163,1407,893,1116,1284,1770289252.179852,left
381196164,1442,897,1121,1306,1770289252.1838322,left
381200162,1353,781,963,1175,1770289252.1877792,left
381204162,1375,875,1078,1238,1770289252.19185,left
381208163,1412,893,1115,1284,1770289252.195839,left
381212164,1446,906,1123,1309,1770289252.199838,left
381216162,1365,790,977,1190,1770289252.203778,left
381220162,1375,866,1072,1237,1770289252.2078269,left
381224162,1404,885,1102,1271,1770289252.211901,left
381228163,1455,908,1127,1312,1770289252.215858,left
381232164,1395,818,1014,1222,1770289252.219899,left
381236162,1388,862,1059,1229,1770289252.223867,left
381240162,1393,876,1084,1251,1770289252.227901,left
381244163,1444,915,1127,1308,1770289252.231877,left
381248164,1408,837,1036,1227,1770289252.2359092,left
381252164,1377,842,1042,1213,1770289252.239927,left
381256162,1380,866,1077,1242,1770289252.243944,left
381260163,1444,921,1136,1314,1770289252.247921,left
381264163,1425,852,1061,1253,1770289252.2519438,left
381268164,1375,818,1014,1207,1770289252.255957,left
381272164,1378,863,1068,1233,1770289252.259951,left
381276162,1424,913,1126,1299,1770289252.263907,left
381280162,1433,876,1094,1285,1770289252.26797,left
381284163,1363,802,989,1197,1770289252.2722251,left
381288164,1370,862,1064,1226,1770289252.276011,left
381292164,1410,895,1117,1285,1770289252.279976,left
381296162,1436,894,1116,1302,1770289252.283895,left
381300162,1357,789,975,1183,1770289252.287849,left
381304163,1369,869,1069,1226,1770289252.291939,left
381308164,1404,889,1114,1282,1770289252.2958798,left
381312164,1445,900,1123,1307,1770289252.29984,left
381316162,1357,785,973,1180,1770289252.303783,left
381320162,1372,870,1075,1238,1770289252.3078551,left
381324163,1406,886,1109,1275,1770289252.311875,left
381328164,1456,909,1126,1310,1770289252.315903,left
381332162,1387,809,997,1210,1770289252.319932,left
381336162,1384,864,1065,1227,1770289252.3239849,left
381340162,1397,880,1096,1260,1770289252.327989,left
381344163,1446,912,1127,1312,1770289252.332009,left
381348164,1408,832,1033,1229,1770289252.33602,left
381352164,1383,851,1051,1218,1770289252.339915,left
381356162,1387,870,1079,1245,1770289252.343898,left
381360162,1446,921,1133,1309,1770289252.3479512,left
381364163,1416,848,1057,1247,1770289252.351912,left
381368164,1373,825,1019,1203,1770289252.3558452,left
381372164,1377,864,1070,1231,1770289252.359948,left
381376162,1428,915,1129,1305,1770289252.3639228,left
381380163,1426,870,1087,1274,1770289252.367867,left
381384163,1368,807,993,1197,1770289252.371768,left
381388164,1371,861,1063,1226,1770289252.375938,left
381392162,1409,900,1119,1290,1770289252.379946,left
381396162,1432,889,1114,1297,1770289252.383923,left
381400163,1360,794,978,1190,1770289252.387851,left
381404163,1371,865,1066,1226,1770289252.3920052,left
381408164,1407,891,1114,1284,1770289252.396089,left
381412162,1445,899,1121,1306,1770289252.399922,left
381416163,1352,779,960,1172,1770289252.403899,left
381420162,1369,874,1082,1239,1770289252.4080262,left
381424163,1406,890,1112,1277,1770289252.412114,left
381428164,1452,906,1123,1308,1770289252.416131,left
381432162,1378,802,992,1197,1770289252.419925,left
381436162,1375,859,1064,1224,1770289252.424052,left
381440163,1394,880,1098,1262,1770289252.428087,left
381444164,1440,909,1127,1306,1770289252.432031,left
381448162,1397,827,1023,1223,1770289252.436071,left
381452162,1382,853,1055,1222,1770289252.4401438,left
381456163,1390,873,1081,1248,1770289252.4441972,left
381460163,1446,919,1132,1307,1770289252.448164,left
381464164,1412,843,1050,1239,1770289252.452194,left
381468162,1379,834,1026,1210,1770289252.4560692,left
381472162,1380,865,1074,1237,1770289252.460107,left
381476163,1437,919,1135,1307,1770289252.464019,left
381480163,1422,861,1073,1270,1770289252.4681,left
381484164,1374,813,999,1201,1770289252.472168,left
381488162,1375,861,1061,1226,1770289252.476167,left
381492162,1415,906,1122,1294,1770289252.480196,left
381496163,1431,886,1103,1289,1770289252.484226,left
381500163,1356,796,989,1190,1770289252.488149,left
381504164,1369,863,1066,1225,1770289252.49219,left
381508162,1407,892,1115,1282,1770289252.4961972,left
381512162,1440,899,1118,1306,1770289252.500211,left
381516163,1350,780,962,1172,1770289252.504189,left
381520163,1371,876,1082,1239,1770289252.508105,left
381524164,1409,891,1114,1284,1770289252.512168,left
