t_us,ch1,ch2,ch3,ch4,pc_time,label
374344162,1438,896,1113,1298,1770289245.3230138,up
374348162,1352,785,968,1180,1770289245.326943,up
374352163,1370,870,1074,1233,1770289245.331003,up
374356164,1407,891,1111,1277,1770289245.335024,up
374360164,1449,903,1123,1307,1770289245.3390222,up
374364162,1361,787,974,1181,1770289245.3429928,up
374368162,1371,869,1072,1234,1770289245.347044,up
374372163,1402,884,1103,1270,1770289245.3510232,up
374376164,1454,908,1126,1312,1770289245.355057,up
374380164,1391,813,1003,1213,1770289245.3590589,up
374384162,1385,863,1062,1227,1770289245.3630562,up
374388163,1395,877,1090,1257,1770289245.3670871,up
374392163,1447,912,1125,1309,1770289245.371111,up
374396164,1406,835,1033,1227,1770289245.3750799,up
374400162,1380,848,1049,1216,1770289245.3792,up
374404162,1385,869,1080,1245,1770289245.38313,up
374408163,1447,922,1136,1313,1770289245.3871481,up
374412163,1423,848,1058,1248,1770289245.391114,up
374416164,1375,821,1016,1202,1770289245.395197,up
374420162,1379,863,1067,1232,1770289245.3991702,up
374424163,1430,915,1128,1304,1770289245.403153,up
374428163,1429,871,1088,1277,1770289245.407181,up
374432163,1364,805,993,1197,1770289245.411107,up
374436162,1371,861,1061,1225,1770289245.4151711,up
374440162,1408,898,1118,1289,1770289245.41919,up
374444163,1434,893,1117,1302,1770289245.423148,up
374448163,1357,793,977,1189,1770289245.4271219,up
374452163,1372,866,1068,1227,1770289245.431243,up
374456162,1407,891,1112,1276,1770289245.435261,up
374460162,1450,900,1120,1307,1770289245.43934,up
374464163,1355,781,962,1172,1770289245.4432771,up
374468163,1373,875,1077,1238,1770289245.44734,up
374472164,1408,887,1110,1275,1770289245.451379,up
374476162,1455,907,1124,1311,1770289245.455321,up
374480162,1380,805,993,1199,1770289245.4592981,up
374484163,1376,863,1066,1225,1770289245.4633658,up
374488163,1393,880,1098,1261,1770289245.467409,up
374492164,1441,911,1128,1306,1770289245.471385,up
374496162,1398,831,1025,1223,1770289245.4753652,up
374500162,1382,852,1051,1221,1770289245.479363,up
374504163,1389,871,1081,1247,1770289245.483357,up
374508163,1445,920,1134,1309,1770289245.487426,up
374512164,1413,843,1051,1241,1770289245.491446,up
374516162,1378,836,1027,1204,1770289245.4954429,up
374520162,1379,864,1072,1236,1770289245.4994519,up
374524163,1434,919,1134,1305,1770289245.503453,up
374528163,1423,863,1075,1269,1770289245.507352,up
374532164,1372,811,1000,1202,1770289245.511413,up
374536162,1375,861,1061,1226,1770289245.515393,up
374540162,1415,907,1123,1294,1770289245.519423,up
374544163,1432,888,1104,1293,1770289245.5234828,up
374548163,1359,797,989,1191,1770289245.5273569,up
374552164,1371,863,1066,1226,1770289245.5314171,up
374556162,1408,893,1115,1277,1770289245.5354571,up
374560162,1446,899,1119,1304,1770289245.539449,up
374564163,1350,781,964,1173,1770289245.5433779,up
374568163,1369,875,1080,1239,1770289245.54746,up
374572164,1408,892,1114,1284,1770289245.551504,up
374576162,1448,904,1126,1309,1770289245.555479,up
374580162,1368,793,980,1193,1770289245.5593941,up
374584163,1375,864,1069,1232,1770289245.563485,up
374588164,1398,883,1101,1268,1770289245.567504,up
374592162,1449,910,1127,1312,1770289245.571847,up
374596162,1400,821,1018,1219,1770289245.575531,up
374600162,1388,859,1058,1228,1770289245.5795321,up
374604163,1394,875,1083,1250,1770289245.583528,up
374608164,1446,916,1128,1308,1770289245.5875049,up
374612162,1410,840,1038,1229,1770289245.591536,up
374616162,1376,840,1030,1211,1770289245.595475,up
374620163,1378,866,1071,1232,1770289245.5995362,up
374624164,1435,919,1135,1305,1770289245.603487,up
374628164,1420,854,1067,1250,1770289245.607543,up
374632162,1368,817,1006,1199,1770289245.6115682,up
374636163,1366,858,1063,1224,1770289245.615526,up
374640163,1414,907,1125,1293,1770289245.619606,up
374644164,1420,878,1098,1284,1770289245.623586,up
374648164,1353,800,991,1191,1770289245.627486,up
374652162,1366,862,1063,1224,1770289245.631567,up
374656162,1408,895,1116,1284,1770289245.6356008,up
374660163,1437,897,1116,1305,1770289245.639565,up
374664164,1354,787,970,1182,1770289245.6435368,up
374668164,1370,869,1072,1234,1770289245.647583,up
374672162,1408,891,1111,1278,1770289245.6516612,up
374676162,1452,903,1121,1306,1770289245.655623,up
374680163,1362,786,975,1181,1770289245.659534,up
374684164,1373,871,1074,1238,1770289245.663618,up
374688164,1406,886,1112,1275,1770289245.6676211,up
374692162,1456,908,1129,1314,1770289245.671604,up
374696162,1391,812,1002,1215,1770289245.6756392,up
374700163,1387,863,1062,1228,1770289245.67963,up
374704164,1396,877,1090,1258,1770289245.6836731,up
374708162,1447,913,1126,1309,1770289245.687646,up
374712162,1407,835,1033,1229,1770289245.6917188,up
374716162,1382,847,1043,1213,1770289245.6956868,up
374720163,1381,869,1079,1244,1770289245.699661,up
374724164,1445,920,1135,1309,1770289245.703655,up
374728164,1416,846,1053,1244,1770289245.707666,up
374732162,1370,824,1016,1202,1770289245.711704,up
374736162,1375,860,1063,1225,1770289245.715714,up
374740163,1422,910,1122,1298,1770289245.71972,up
374744164,1423,870,1087,1273,1770289245.723686,up
374748164,1365,807,992,1195,1770289245.727625,up
374752162,1368,861,1062,1224,1770289245.7316952,up
374756163,1407,900,1117,1289,1770289245.735732,up
374760163,1433,892,1116,1298,1770289245.7397492,up
374764164,1358,793,979,1188,1770289245.7436428,up
374768162,1370,863,1065,1225,1770289245.7477498,up
374772162,1406,890,1112,1277,1770289245.751745,up
374776163,1448,901,1119,1304,1770289245.755708,up
374780163,1354,779,960,1171,1770289245.759673,up
374784164,1370,875,1080,1240,1770289245.763768,up
374788162,1407,889,1112,1282,1770289245.7677782,up
374792163,1451,906,1124,1310,1770289245.771766,up
374796163,1379,804,991,1202,1770289245.775657,up
374800164,1379,864,1064,1227,1770289245.779753,up
374804164,1395,880,1097,1260,1770289245.783757,up
374808162,1442,910,1127,1306,1770289245.787769,up
374812163,1398,827,1025,1222,1770289245.791766,up
374816163,1382,854,1054,1221,1770289245.795797,up
374820164,1388,873,1082,1247,1770289245.799752,up
374824162,1445,917,1132,1307,1770289245.803798,up
374828162,1412,842,1050,1239,1770289245.807764,up
374832163,1378,835,1026,1210,1770289245.811847,up
374836163,1380,866,1074,1237,1770289245.815805,up
374840164,1437,919,1134,1307,1770289245.819813,up
374844162,1426,861,1072,1268,1770289245.823793,up
374848162,1375,814,999,1202,1770289245.8277602,up
374852163,1376,863,1064,1226,1770289245.83183,up
374856163,1416,908,1125,1293,1770289245.8358479,up
374860164,1431,886,1105,1290,1770289245.839829,up
374864162,1358,797,985,1188,1770289245.843769,up
374868162,1370,865,1069,1225,1770289245.8478332,up
374872163,1407,891,1115,1282,1770289245.8518558,up
374876163,1442,899,1120,1306,1770289245.855865,up
374880164,1350,779,961,1174,1770289245.859801,up
374884162,1373,875,1077,1239,1770289245.8638499,up
374888162,1411,892,1114,1284,1770289245.8679192,up
374892163,1447,905,1121,1309,1770289245.871867,up
374896163,1366,792,979,1192,1770289245.876169,up
374900164,1375,866,1066,1227,1770289245.879885,up
374904162,1395,881,1099,1266,1770289245.883887,up
374908162,1449,907,1128,1307,1770289245.887895,up
374912163,1393,820,1018,1217,1770289245.891884,up
374916163,1385,860,1058,1227,1770289245.8959072,up
374920164,1392,875,1084,1250,1770289245.899905,up
374924162,1446,915,1127,1309,1770289245.903924,up
374928162,1409,839,1037,1229,1770289245.907927,up
374932163,1377,843,1031,1209,1770289245.911934,up
374936163,1379,866,1076,1239,1770289245.915926,up
374940164,1440,921,1137,1312,1770289245.9198039,up
374944162,1424,853,1067,1252,1770289245.9238331,up
374948162,1373,818,1008,1204,1770289245.927827,up
374952163,1376,862,1066,1232,1770289245.931809,up
374956164,1423,912,1126,1300,1770289245.935956,up
374960162,1435,879,1098,1286,1770289245.9399512,up
374964162,1363,801,991,1192,1770289245.943899,up
374968162,1370,861,1064,1226,1770289245.947992,up
374972163,1410,895,1116,1285,1770289245.951998,up
374976164,1439,894,1120,1305,1770289245.955965,up
374980162,1357,788,975,1185,1770289245.9598908,up
374984162,1371,869,1075,1235,1770289245.963993,up
374988163,1408,890,1112,1283,1770289245.968008,up
374992164,1446,903,1123,1308,1770289245.971997,up
374996164,1360,785,973,1182,1770289245.975917,up
375000162,1373,869,1075,1235,1770289245.980119,up
375004162,1403,882,1104,1274,1770289245.983993,up
375008163,1454,906,1127,1314,1770289245.988091,up
375012164,1389,810,1001,1212,1770289245.9921029,up
375016164,1386,863,1064,1229,1770289245.996118,up
375020162,1396,879,1091,1259,1770289246.0001101,up
375024162,1445,912,1125,1307,1770289246.004121,up
375028163,1405,833,1033,1227,1770289246.008092,up
375032164,1380,849,1051,1217,1770289246.012096,up
375036164,1386,871,1080,1244,1770289246.0161421,up
375040162,1446,922,1135,1309,1770289246.020088,up
375044162,1416,848,1058,1246,1770289246.024061,up
375048163,1372,825,1016,1203,1770289246.028115,up
375052164,1377,863,1068,1230,1770289246.032073,up
375056164,1428,917,1130,1304,1770289246.036145,up
375060162,1424,871,1087,1275,1770289246.0400798,up
375064162,1367,805,995,1197,1770289246.04402,up
375068163,1370,861,1063,1225,1770289246.0481112,up
375072164,1409,900,1120,1292,1770289246.05212,up
375076162,1432,891,1115,1296,1770289246.0560908,up
375080162,1358,794,979,1187,1770289246.060032,up
375084162,1371,863,1065,1226,1770289246.0641122,up
375088163,1407,890,1113,1281,1770289246.068059,up
375092164,1446,900,1119,1306,1770289246.0721018,up
375096164,1353,779,960,1171,1770289246.07602,up
375100162,1370,875,1081,1239,1770289246.080163,up
375104162,1407,889,1112,1279,1770289246.08419,up
375108163,1452,907,1123,1310,1770289246.0881379,up
375112164,1378,802,990,1196,1770289246.0920372,up
375116164,1375,861,1059,1226,1770289246.096179,up
375120162,1394,880,1095,1259,1770289246.100153,up
375124163,1441,909,1128,1308,1770289246.10416,up
375128163,1396,825,1023,1224,1770289246.108154,up
375132164,1385,855,1058,1226,1770289246.112194,up
375136162,1391,873,1082,1249,1770289246.116155,up
375140162,1448,917,1133,1309,1770289246.1201742,up
375144163,1415,842,1050,1240,1770289246.124172,up
375148163,1382,836,1027,1211,1770289246.1282141,up
375152164,1381,868,1074,1241,1770289246.132203,up
375156162,1439,921,1135,1309,1770289246.136214,up
375160163,1423,860,1073,1269,1770289246.140175,up
375164163,1374,814,999,1202,1770289246.144109,up
375168164,1376,864,1068,1226,1770289246.148196,up
375172164,1417,910,1120,1294,1770289246.15222,up
375176162,1430,885,1105,1292,1770289246.156211,up
375180163,1360,798,985,1189,1770289246.160137,up
375184163,1370,862,1064,1225,1770289246.1642618,up
375188164,1408,892,1114,1283,1770289246.168256,up
375192162,1445,899,1119,1302,1770289246.172224,up
375196162,1351,781,963,1173,1770289246.1761448,up
375200162,1368,873,1079,1238,1770289246.180249,up
375204163,1408,892,1114,1284,1770289246.184281,up
375208164,1446,902,1123,1309,1770289246.188268,up
375212162,1366,792,979,1192,1770289246.192189,up
375216162,1374,863,1066,1227,1770289246.196317,up
375220163,1396,883,1101,1266,1770289246.2002501,up
375224163,1449,908,1127,1312,1770289246.204297,up
375228164,1392,819,1014,1216,1770289246.208308,up
375232162,1386,861,1058,1226,1770289246.212297,up
375236162,1393,876,1084,1250,1770289246.216259,up
375240163,1446,914,1126,1310,1770289246.220324,up
375244163,1408,839,1036,1229,1770289246.224282,up
375248164,1376,842,1038,1211,1770289246.228391,up
375252162,1378,867,1077,1240,1770289246.232277,up
375256162,1440,922,1138,1313,1770289246.236348,up
375260163,1424,853,1066,1253,1770289246.240322,up
375264163,1371,818,1009,1204,1770289246.244364,up
375268164,1376,864,1070,1233,1770289246.2483368,up
375272162,1423,913,1127,1298,1770289246.2523131,up
375276162,1433,876,1095,1282,1770289246.256345,up
375280163,1360,803,991,1195,1770289246.260301,up
375284163,1369,862,1064,1227,1770289246.264299,up
375288164,1409,895,1117,1286,1770289246.2683132,up
375292162,1440,895,1119,1305,1770289246.2723122,up
375296162,1358,788,976,1187,1770289246.276242,up
375300163,1372,867,1072,1230,1770289246.280573,up
375304163,1404,889,1114,1283,1770289246.284375,up
375308164,1445,901,1121,1306,1770289246.288325,up
375312162,1359,785,971,1178,1770289246.292368,up
375316162,1372,871,1075,1232,1770289246.296407,up
375320163,1406,885,1112,1273,1770289246.300374,up
375324164,1455,908,1130,1310,1770289246.304364,up
375328162,1387,809,1000,1210,1770289246.3083699,up
375332162,1383,860,1059,1226,1770289246.3123982,up
375336162,1396,879,1091,1258,1770289246.316519,up
375340163,1444,913,1133,1309,1770289246.320342,up
375344164,1404,832,1033,1228,1770289246.324427,up
375348162,1382,849,1050,1220,1770289246.3284721,up
375352162,1388,872,1080,1247,1770289246.332449,up
375356163,1447,919,1134,1310,1770289246.3365388,up
375360164,1416,847,1054,1244,1770289246.340429,up
375364164,1372,824,1017,1203,1770289246.3444622,up
375368162,1377,864,1070,1232,1770289246.348463,up
375372163,1430,916,1130,1302,1770289246.352457,up
375376163,1426,870,1086,1275,1770289246.356492,up
375380164,1367,806,994,1196,1770289246.3604019,up
375384164,1371,861,1061,1225,1770289246.3644679,up
375388162,1410,901,1119,1289,1770289246.368468,up
375392162,1432,890,1115,1296,1770289246.372446,up
375396163,1360,793,979,1189,1770289246.376371,up
375400164,1372,864,1065,1226,1770289246.380488,up
375404164,1407,892,1117,1283,1770289246.3845172,up
375408162,1443,897,1120,1310,1770289246.388587,up
375412162,1350,778,960,1172,1770289246.392398,up
375416163,1371,874,1079,1238,1770289246.396534,up
375420164,1407,891,1113,1279,1770289246.4005,up
375424164,1451,906,1125,1308,1770289246.404474,up
375428162,1378,802,990,1195,1770289246.40836,up
375432162,1377,865,1067,1230,1770289246.4125419,up
375436163,1395,882,1100,1266,1770289246.416485,up
375440164,1451,909,1128,1309,1770289246.4204319,up
375444162,1401,826,1024,1220,1770289246.424421,up
375448162,1386,856,1054,1221,1770289246.428428,up
375452162,1391,874,1083,1247,1770289246.432435,up
375456163,1445,917,1129,1309,1770289246.436461,up
375460164,1412,842,1049,1239,1770289246.440448,up
375464164,1380,836,1029,1211,1770289246.444586,up
375468162,1380,868,1075,1240,1770289246.448565,up
375472162,1440,921,1134,1309,1770289246.4526029,up
375476163,1426,860,1073,1263,1770289246.456537,up
375480164,1373,813,998,1201,1770289246.460523,up
375484164,1375,859,1060,1225,1770289246.464592,up
375488162,1417,908,1125,1292,1770289246.46861,up
375492163,1429,884,1106,1291,1770289246.4726322,up
375496163,1359,798,984,1189,1770289246.476547,up
375500164,1369,863,1065,1226,1770289246.480601,up
375504162,1408,893,1115,1285,1770289246.484641,up
375508162,1442,898,1119,1306,1770289246.488601,up
375512163,1352,781,963,1174,1770289246.492547,up
375516163,1372,874,1078,1239,1770289246.4966679,up
375520164,1410,894,1114,1285,1770289246.500619,up
375524162,1446,903,1122,1308,1770289246.504662,up
375528163,1365,790,978,1190,1770289246.508548,up
375532162,1376,864,1073,1236,1770289246.5126579,up
375536163,1405,886,1103,1270,1770289246.5166762,up
375540164,1456,909,1127,1312,1770289246.520689,up
375544162,1395,817,1013,1216,1770289246.524668,up
375548163,1388,860,1059,1227,1770289246.528687,up
375552163,1394,877,1087,1253,1770289246.532659,up
375556164,1446,914,1127,1308,1770289246.5367591,up
375560162,1407,837,1035,1228,1770289246.540682,up
375564162,1378,844,1042,1214,1770289246.544721,up
375568163,1379,866,1077,1243,1770289246.5486898,up
375572163,1444,922,1137,1314,1770289246.552724,up
375576164,1425,851,1064,1252,1770289246.556729,up
375580162,1373,819,1013,1207,1770289246.560748,up
375584162,1376,863,1065,1228,1770289246.564645,up
375588163,1420,912,1125,1297,1770289246.5686421,up
375592163,1431,875,1094,1281,1770289246.5727448,up
375596164,1360,803,990,1190,1770289246.5766442,up
375600162,1367,861,1064,1225,1770289246.580744,up
375604162,1408,895,1116,1285,1770289246.584758,up
375608163,1439,895,1119,1303,1770289246.58874,up
375612163,1359,789,977,1188,1770289246.592696,up
375616164,1372,868,1067,1227,1770289246.5968058,up
375620162,1406,890,1115,1282,1770289246.6007922,up
375624162,1445,901,1120,1307,1770289246.604809,up
375628163,1359,783,963,1174,1770289246.608634,up
375632163,1373,871,1075,1233,1770289246.6127949,up
375636164,1404,885,1110,1275,1770289246.616744,up
375640162,1454,907,1128,1313,1770289246.620786,up
375644162,1385,808,996,1210,1770289246.6246998,up
375648163,1383,863,1059,1227,1770289246.628787,up
375652163,1397,881,1096,1259,1770289246.6327932,up
375656164,1444,911,1122,1306,1770289246.6368158,up
375660162,1402,831,1029,1229,1770289246.6408079,up
375664162,1381,850,1050,1222,1770289246.644864,up
375668163,1389,872,1080,1247,1770289246.648809,up
375672163,1447,921,1135,1309,1770289246.6528819,up
375676164,1417,846,1053,1244,1770289246.656854,up
375680162,1377,829,1019,1203,1770289246.660867,up
375684162,1379,864,1069,1231,1770289246.664892,up
375688163,1429,917,1131,1305,1770289246.6688719,up
375692164,1425,868,1086,1274,1770289246.672819,up
375696162,1368,808,999,1201,1770289246.676814,up
375700162,1374,860,1062,1226,1770289246.680848,up
375704162,1413,902,1119,1291,1770289246.685046,up
375708163,1433,889,1115,1295,1770289246.6888828,up
375712164,1357,794,980,1190,1770289246.692788,up
375716164,1370,863,1063,1227,1770289246.696873,up
375720162,1407,893,1114,1282,1770289246.7007911,up
375724163,1443,900,1118,1306,1770289246.704778,up
375728164,1350,780,961,1171,1770289246.708711,up
375732164,1370,877,1083,1240,1770289246.712849,up
375736162,1407,891,1113,1279,1770289246.716888,up
375740163,1450,907,1124,1308,1770289246.720907,up
375744163,1377,801,989,1194,1770289246.724787,up
375748164,1376,866,1069,1232,1770289246.728964,up
375752164,1399,883,1101,1267,1770289246.7329128,up
375756162,1452,907,1129,1311,1770289246.736935,up
375760162,1402,825,1022,1223,1770289246.7409222,up
375764163,1389,856,1056,1227,1770289246.744968,up
375768164,1393,873,1082,1250,1770289246.7489228,up
375772164,1447,917,1131,1308,1770289246.752994,up
375776162,1411,841,1048,1238,1770289246.756932,up
375780162,1381,838,1029,1211,1770289246.761004,up
375784163,1380,867,1075,1240,1770289246.765026,up
375788164,1442,921,1135,1309,1770289246.768907,up
375792164,1427,859,1071,1259,1770289246.772806,up
375796162,1374,814,1000,1199,1770289246.776856,up
375800162,1373,859,1061,1224,1770289246.780993,up
375804163,1415,905,1122,1294,1770289246.785037,up
375808164,1428,881,1104,1291,1770289246.789099,up
375812162,1359,799,987,1198,1770289246.792968,up
375816162,1370,863,1066,1227,1770289246.7970061,up
375820162,1408,894,1116,1285,1770289246.801119,up
375824163,1440,896,1118,1305,1770289246.805131,up
375828164,1352,781,964,1175,1770289246.808987,up
375832164,1372,872,1076,1232,1770289246.8131,up
375836162,1407,891,1112,1277,1770289246.81709,up
375840162,1449,903,1122,1306,1770289246.821093,up
375844163,1364,789,976,1188,1770289246.824932,up
375848164,1376,868,1072,1236,1770289246.8291168,up
375852164,1404,885,1108,1273,1770289246.833089,up
375856162,1454,910,1129,1314,1770289246.83713,up
375860163,1394,816,1013,1221,1770289246.841085,up
375864163,1389,863,1065,1229,1770289246.845143,up
375868164,1396,876,1087,1257,1770289246.849089,up
375872162,1448,914,1127,1309,1770289246.853119,up
375876162,1409,836,1035,1229,1770289246.857145,up
375880163,1378,845,1041,1214,1770289246.861126,up
375884163,1380,865,1078,1244,1770289246.8650901,up
375888164,1444,922,1138,1314,1770289246.8691251,up
375892162,1424,848,1062,1251,1770289246.873118,up
375896163,1374,820,1016,1202,1770289246.877151,up
375900163,1376,864,1071,1231,1770289246.8811882,up
375904163,1421,913,1127,1302,1770289246.885142,up
375908164,1431,875,1094,1280,1770289246.8891468,up
375912162,1362,805,991,1196,1770289246.893137,up
375916162,1369,862,1065,1226,1770289246.897131,up
375920163,1410,896,1114,1285,1770289246.9011571,up
375924164,1439,893,1118,1301,1770289246.905157,up
375928162,1359,790,978,1187,1770289246.909048,up
375932162,1372,865,1072,1230,1770289246.913132,up
375936163,1407,892,1114,1283,1770289246.91698,up
375940163,1445,899,1121,1310,1770289246.921011,up
375944164,1356,781,963,1174,1770289246.924914,up
375948164,1373,871,1076,1236,1770289246.929156,up
375952162,1407,887,1110,1275,1770289246.933169,up
375956163,1455,906,1127,1312,1770289246.937189,up
375960163,1386,808,995,1210,1770289246.941083,up
375964164,1385,865,1066,1235,1770289246.945229,up
375968162,1401,881,1097,1262,1770289246.949184,up
375972162,1446,910,1129,1309,1770289246.953253,up
375976163,1402,831,1029,1227,1770289246.957221,up
375980163,1382,851,1052,1221,1770289246.961214,up
375984164,1389,871,1081,1247,1770289246.9652438,up
375988162,1447,919,1132,1310,1770289246.969239,up
375992162,1417,845,1053,1243,1770289246.973203,up
375996163,1377,830,1017,1204,1770289246.977265,up
376000163,1379,864,1069,1231,1770289246.981208,up
376004164,1429,917,1130,1303,1770289246.985307,up
376008162,1424,869,1084,1271,1770289246.989581,up
376012162,1369,809,999,1201,1770289246.9932039,up
376016163,1374,861,1066,1227,1770289246.9972851,up
376020163,1413,904,1120,1293,1770289247.001357,up
376024164,1432,889,1114,1297,1770289247.005295,up
376028162,1361,794,986,1190,1770289247.009135,up
376032162,1371,865,1070,1227,1770289247.0132868,up
376036163,1408,893,1114,1284,1770289247.017293,up
376040163,1441,898,1119,1306,1770289247.021296,up
376044164,1350,778,959,1169,1770289247.025215,up
376048162,1369,877,1083,1240,1770289247.0293398,up
376052162,1409,892,1113,1279,1770289247.0332952,up
376056163,1452,905,1125,1308,1770289247.037336,up
376060164,1376,800,989,1194,1770289247.0412219,up
376064164,1378,867,1069,1232,1770289247.0452769,up
376068162,1398,881,1102,1267,1770289247.049259,up
376072162,1450,908,1127,1310,1770289247.05332,up
376076163,1400,824,1021,1221,1770289247.0573282,up
376080164,1389,856,1056,1228,1770289247.061325,up
376084162,1394,875,1083,1251,1770289247.0653398,up
376088162,1448,916,1130,1311,1770289247.0693052,up
376092163,1414,841,1046,1235,1770289247.073406,up
376096164,1381,837,1038,1213,1770289247.077387,up
376100164,1381,868,1078,1241,1770289247.081373,up
376104162,1442,920,1135,1309,1770289247.085383,up
376108163,1427,858,1069,1259,1770289247.0893922,right
376112163,1373,814,1000,1200,1770289247.093272,right
376116164,1373,859,1060,1223,1770289247.097259,right
376120164,1416,905,1124,1292,1770289247.101242,right
376124162,1427,881,1104,1290,1770289247.105252,right
376128162,1359,799,988,1192,1770289247.109111,right
376132163,1369,863,1064,1225,1770289247.1133492,right
376136164,1408,894,1116,1283,1770289247.1173198,right
376140164,1441,897,1117,1304,1770289247.121376,right
376144162,1353,783,965,1176,1770289247.125241,right
376148162,1372,870,1075,1227,1770289247.1294012,right
376152163,1405,890,1114,1276,1770289247.133357,right
376156164,1451,905,1122,1306,1770289247.137454,right
376160164,1364,789,977,1188,1770289247.14122,right
376164162,1376,869,1072,1236,1770289247.145366,right
376168162,1406,885,1110,1274,1770289247.1494248,right
376172163,1456,908,1127,1313,1770289247.153445,right
376176164,1394,815,1005,1217,1770289247.1574342,right
376180162,1389,862,1057,1228,1770289247.161458,right
376184162,1394,877,1088,1255,1770289247.165447,right
376188162,1447,913,1127,1308,1770289247.169467,right
376192163,1408,836,1035,1227,1770289247.17342,right
376196164,1379,846,1042,1214,1770289247.177481,right
376200164,1380,866,1078,1244,1770289247.181463,right
376204162,1444,922,1137,1313,1770289247.185496,right
376208162,1424,850,1060,1251,1770289247.189497,right
376212163,1378,825,1015,1203,1770289247.193512,right
376216164,1381,865,1070,1231,1770289247.19748,right
376220164,1423,915,1127,1302,1770289247.2015302,right
376224162,1431,874,1090,1279,1770289247.205515,right
376228163,1365,803,992,1198,1770289247.209436,right
376232163,1371,863,1065,1226,1770289247.213498,right
376236164,1411,897,1114,1286,1770289247.2174919,right
376240162,1436,894,1117,1301,1770289247.221513,right
376244162,1357,791,976,1188,1770289247.225399,right
376248162,1371,865,1067,1228,1770289247.229516,right
376252163,1407,892,1115,1276,1770289247.2335339,right
376256164,1450,901,1120,1307,1770289247.2375512,right
376260162,1357,782,962,1173,1770289247.2413938,right
376264162,1373,874,1078,1238,1770289247.245579,right
376268163,1407,887,1110,1276,1770289247.249567,right
376272163,1455,908,1126,1314,1770289247.2536042,right
376276164,1385,807,994,1209,1770289247.257499,right
376280162,1385,865,1066,1234,1770289247.261465,right
376284163,1400,880,1097,1266,1770289247.265465,right
376288163,1455,910,1128,1313,1770289247.269471,right
376292164,1411,830,1027,1227,1770289247.27356,right
376296162,1389,850,1048,1219,1770289247.277594,right
376300162,1390,872,1080,1246,1770289247.281572,right
376304163,1447,919,1135,1309,1770289247.285604,right
376308163,1414,844,1050,1243,1770289247.2895749,right
376312164,1378,830,1019,1205,1770289247.293663,right
376316162,1379,864,1068,1231,1770289247.297608,right
376320162,1430,916,1130,1303,1770289247.3016331,right
376324163,1423,867,1077,1269,1770289247.305642,right
376328163,1370,809,998,1200,1770289247.309525,right
376332164,1375,861,1062,1225,1770289247.3136268,right
376336162,1414,903,1119,1291,1770289247.3176682,right
376340162,1433,887,1113,1293,1770289247.3216279,right
376344163,1357,795,981,1189,1770289247.325543,right
376348163,1370,864,1066,1227,1770289247.329695,right
376352164,1408,893,1115,1284,1770289247.3336499,right
376356162,1443,898,1119,1307,1770289247.337676,right
376360162,1349,779,959,1169,1770289247.341581,right
376364163,1370,876,1082,1239,1770289247.345679,right
376368163,1408,891,1113,1284,1770289247.3496819,right
376372164,1449,904,1124,1311,1770289247.353707,right
376376162,1373,796,978,1193,1770289247.357568,right
376380162,1376,866,1068,1230,1770289247.361739,right
376384163,1395,882,1100,1267,1770289247.365697,right
376388163,1451,908,1128,1311,1770289247.369791,right
376392164,1400,822,1021,1222,1770289247.37373,right
376396162,1388,858,1056,1227,1770289247.3777962,right
376400162,1393,874,1082,1250,1770289247.381758,right
376404163,1448,916,1127,1308,1770289247.385757,right
376408163,1413,841,1039,1230,1770289247.389737,right
376412164,1375,835,1030,1203,1770289247.394207,right
376416162,1378,864,1071,1231,1770289247.3977559,right
376420162,1432,920,1135,1305,1770289247.401814,right
376424163,1420,857,1069,1253,1770289247.405779,right
376428164,1369,814,1001,1199,1770289247.4098141,right
376432162,1368,858,1060,1222,1770289247.4137821,right
376436162,1412,906,1123,1292,1770289247.417665,right
376440162,1424,880,1105,1289,1770289247.4216661,right
376444163,1359,800,990,1191,1770289247.425529,right
376448163,1369,863,1066,1226,1770289247.4296849,right
376452162,1407,894,1115,1284,1770289247.433672,right
376456162,1436,896,1113,1298,1770289247.437685,right
376460163,1350,784,970,1179,1770289247.4415529,right
376464163,1369,871,1076,1236,1770289247.445709,right
376468164,1407,892,1112,1277,1770289247.4497302,right
376472162,1450,903,1122,1306,1770289247.453825,right
376476163,1362,789,975,1183,1770289247.457717,right
376480162,1372,868,1073,1235,1770289247.461836,right
376484164,1403,884,1104,1272,1770289247.465847,right
376488164,1454,908,1129,1311,1770289247.4698482,right
376492162,1391,813,1003,1214,1770289247.473813,right
376496162,1385,862,1062,1227,1770289247.477851,right
376500163,1393,877,1089,1258,1770289247.481857,right
376504164,1446,913,1127,1309,1770289247.485934,right
376508164,1406,835,1035,1228,1770289247.489873,right
376512162,1379,846,1042,1216,1770289247.49389,right
376516162,1381,868,1077,1244,1770289247.4978828,right
376520163,1445,923,1137,1313,1770289247.501924,right
376524164,1423,848,1060,1249,1770289247.505858,right
376528164,1378,823,1014,1203,1770289247.509944,right
376532162,1381,865,1071,1232,1770289247.513879,right
376536162,1430,914,1129,1305,1770289247.517993,right
376540163,1429,873,1087,1277,1770289247.5219069,right
376544164,1364,806,991,1195,1770289247.525839,right
376548162,1368,860,1063,1224,1770289247.529933,right
376552162,1407,898,1117,1288,1770289247.5339131,right
376556162,1433,892,1116,1301,1770289247.5379221,right
376560163,1358,792,978,1190,1770289247.541835,right
