t_us,ch1,ch2,ch3,ch4,pc_time,label
420928162,1408,830,1027,1228,1770289291.9637702,center
420932163,1364,823,1013,1197,1770289291.9677298,center
420936163,1372,868,1076,1240,1770289291.9717581,center
420940164,1445,929,1146,1321,1770289291.975688,center
420944162,1424,849,1061,1253,1770289291.979764,center
420948162,1367,809,997,1196,1770289291.983603,center
420952163,1363,855,1058,1220,1770289291.987679,center
420956164,1441,933,1148,1318,1770289291.991673,center
420960162,1431,867,1083,1276,1770289291.9956322,center
420964162,1359,797,985,1183,1770289291.999555,center
420968162,1343,844,1039,1199,1770289292.003756,center
420972163,1418,932,1147,1311,1770289292.007721,center
420976164,1440,886,1105,1298,1770289292.0117419,center
420980162,1362,790,975,1182,1770289292.015593,center
420984162,1339,838,1026,1197,1770289292.019723,center
420988163,1404,917,1127,1291,1770289292.0237088,center
420992164,1443,906,1124,1310,1770289292.027748,center
420996164,1353,782,965,1176,1770289292.0317152,center
421000162,1342,842,1027,1199,1770289292.0357409,center
421004162,1396,906,1119,1283,1770289292.0397089,center
421008163,1453,917,1133,1319,1770289292.04373,center
421012164,1374,793,980,1194,1770289292.0477288,center
421016164,1348,834,1025,1195,1770289292.0519109,center
421020162,1385,890,1106,1266,1770289292.055777,center
421024162,1459,925,1141,1322,1770289292.059799,center
421028163,1402,820,1019,1224,1770289292.063811,center
421032164,1364,826,1013,1198,1770289292.067776,center
421036164,1379,876,1084,1245,1770289292.071789,center
421040162,1453,929,1143,1322,1770289292.0757911,center
421044162,1422,844,1052,1247,1770289292.079824,center
421048163,1367,815,999,1197,1770289292.083694,center
421052164,1365,860,1061,1223,1770289292.087828,center
421056164,1440,932,1147,1317,1770289292.0918012,center
421060162,1427,861,1075,1266,1770289292.095888,center
421064162,1367,805,991,1191,1770289292.099734,center
421068163,1350,844,1042,1206,1770289292.103861,center
421072164,1426,930,1146,1313,1770289292.107859,center
421076162,1439,879,1099,1291,1770289292.111872,center
421080162,1365,797,985,1190,1770289292.115736,center
421084162,1346,838,1028,1199,1770289292.119887,center
421088163,1404,913,1124,1294,1770289292.12386,center
421092164,1440,903,1122,1309,1770289292.1278772,center
421096164,1363,792,980,1193,1770289292.131829,center
421100162,1376,872,1074,1238,1770289292.135914,center
421104162,1411,897,1113,1287,1770289292.139937,center
421108163,1443,901,1120,1309,1770289292.143764,center
421112164,1355,782,960,1173,1770289292.147659,center
421116164,1374,873,1077,1239,1770289292.1519349,center
421120162,1409,890,1112,1282,1770289292.155895,center
421124163,1450,904,1123,1312,1770289292.159926,center
421128163,1382,806,993,1208,1770289292.163828,center
421132164,1384,865,1064,1233,1770289292.167958,center
421136162,1402,882,1099,1267,1770289292.171934,center
421140162,1456,910,1129,1313,1770289292.1758752,center
421144163,1409,827,1026,1226,1770289292.179967,center
421148163,1388,850,1051,1221,1770289292.183892,center
421152164,1394,875,1084,1248,1770289292.187932,center
421156162,1449,919,1135,1309,1770289292.191943,center
421160163,1416,843,1050,1242,1770289292.195967,center
421164163,1373,827,1020,1203,1770289292.19996,center
421168163,1379,865,1073,1235,1770289292.204005,center
421172164,1433,921,1136,1309,1770289292.208008,center
421176162,1423,864,1079,1272,1770289292.211963,center
421180163,1367,807,991,1195,1770289292.215852,center
421184163,1373,863,1064,1226,1770289292.219999,center
421188164,1414,903,1123,1294,1770289292.2239769,center
421192162,1429,886,1103,1289,1770289292.228,center
421196162,1352,794,978,1186,1770289292.2318861,center
421200162,1340,839,1030,1194,1770289292.236009,center
421204163,1400,912,1121,1290,1770289292.240014,center
421208164,1447,908,1126,1316,1770289292.244184,center
421212162,1359,779,961,1175,1770289292.2479382,center
421216162,1345,845,1030,1198,1770289292.2520409,center
421220163,1390,902,1116,1277,1770289292.2560792,center
421224163,1460,919,1137,1322,1770289292.260055,center
421228164,1387,804,994,1207,1770289292.263924,center
421232162,1358,833,1023,1200,1770289292.268118,center
421236162,1389,887,1104,1263,1770289292.272032,center
421240163,1458,926,1142,1325,1770289292.27603,center
421244163,1414,829,1026,1229,1770289292.28004,center
421248164,1366,823,1011,1196,1770289292.28405,center
421252162,1372,867,1076,1239,1770289292.288081,center
421256162,1446,929,1146,1321,1770289292.292093,center
421260163,1425,851,1061,1253,1770289292.2961018,center
421264163,1368,812,998,1196,1770289292.299992,center
421268164,1363,855,1058,1220,1770289292.3040981,center
421272162,1441,933,1148,1318,1770289292.3080719,center
421276162,1434,868,1086,1277,1770289292.31212,center
421280163,1361,797,985,1183,1770289292.315988,center
421284163,1345,844,1039,1200,1770289292.320141,center
421288164,1422,932,1148,1312,1770289292.324106,center
421292162,1443,886,1106,1297,1770289292.32814,center
421296162,1363,791,975,1181,1770289292.332059,center
421300163,1339,838,1025,1198,1770289292.3359969,center
421304163,1405,916,1126,1293,1770289292.3400419,center
421308164,1442,905,1124,1311,1770289292.3444102,center
421312162,1354,783,964,1176,1770289292.3479612,center
421316162,1341,841,1027,1198,1770289292.351983,center
421320163,1395,907,1120,1285,1770289292.355988,center
421324164,1453,917,1132,1320,1770289292.3599622,center
421328162,1374,793,980,1195,1770289292.3639748,center
421332162,1349,835,1025,1196,1770289292.368032,center
421336162,1384,891,1108,1266,1770289292.372017,center
421340163,1459,924,1139,1324,1770289292.3760269,center
421344164,1406,820,1018,1226,1770289292.38007,center
421348162,1367,828,1013,1198,1770289292.384062,center
421352162,1383,876,1081,1245,1770289292.3880708,center
421356163,1455,930,1145,1322,1770289292.392017,center
421360164,1423,844,1051,1245,1770289292.396234,center
421364164,1367,814,1000,1196,1770289292.400209,center
421368162,1366,859,1062,1222,1770289292.4042828,center
421372163,1441,930,1147,1317,1770289292.408167,center
421376163,1427,861,1074,1266,1770289292.4124732,center
421380164,1363,802,989,1184,1770289292.4160872,center
421384164,1350,848,1048,1208,1770289292.420425,center
421388162,1431,935,1157,1311,1770289292.424108,center
421392162,1438,877,1097,1289,1770289292.428235,center
421396163,1354,791,976,1184,1770289292.432003,center
421400164,1339,840,1029,1199,1770289292.436167,center
421404164,1402,921,1133,1296,1770289292.440125,center
421408162,1440,902,1123,1310,1770289292.444461,center
421412162,1358,786,976,1188,1770289292.448159,center
421416163,1343,838,1028,1199,1770289292.452105,center
421420164,1399,909,1116,1286,1770289292.45603,center
421424164,1450,914,1130,1317,1770289292.460032,center
421428162,1365,786,973,1182,1770289292.463974,center
421432162,1346,841,1029,1200,1770289292.46808,center
421436163,1390,896,1109,1276,1770289292.4720619,center
421440164,1462,923,1140,1324,1770289292.476029,center
421444162,1397,813,1003,1217,1770289292.4800692,center
421448162,1361,831,1017,1198,1770289292.484022,center
421452162,1382,883,1094,1255,1770289292.488141,center
421456163,1449,926,1139,1318,1770289292.492109,center
421460164,1413,837,1037,1231,1770289292.4961228,center
421464164,1360,820,1011,1199,1770289292.5001578,center
421468162,1367,863,1068,1227,1770289292.50411,center
421472162,1440,928,1144,1317,1770289292.5081012,center
421476163,1421,854,1068,1257,1770289292.5121899,center
421480164,1363,806,993,1186,1770289292.516046,center
421484164,1352,852,1054,1211,1770289292.52014,center
421488162,1435,935,1151,1315,1770289292.524141,center
421492163,1437,873,1091,1283,1770289292.528163,center
421496163,1357,795,978,1184,1770289292.532039,center
421500164,1343,841,1030,1201,1770289292.536173,center
421504162,1418,928,1141,1309,1770289292.5401511,center
421508162,1446,894,1119,1309,1770289292.544218,center
421512163,1364,789,976,1188,1770289292.548074,center
421516163,1345,836,1027,1195,1770289292.552186,center
421520164,1405,914,1125,1290,1770289292.5562088,center
421524162,1449,908,1129,1318,1770289292.5602188,center
421528163,1358,779,961,1175,1770289292.5641549,center
421532162,1346,843,1028,1201,1770289292.568208,center
421536163,1397,902,1117,1283,1770289292.5722072,center
421540164,1457,919,1138,1325,1770289292.576268,center
421544162,1386,802,992,1207,1770289292.5801542,center
421548162,1357,835,1024,1197,1770289292.584223,center
421552163,1384,887,1103,1256,1770289292.588258,center
421556164,1451,924,1141,1319,1770289292.592253,center
421560162,1406,828,1025,1227,1770289292.59631,center
421564162,1362,823,1014,1197,1770289292.600291,center
421568163,1372,868,1077,1240,1770289292.604275,center
421572163,1450,929,1146,1322,1770289292.608276,center
421576164,1424,848,1060,1253,1770289292.612316,center
421580162,1369,812,997,1197,1770289292.616273,center
421584162,1364,855,1058,1220,1770289292.620346,center
421588163,1441,932,1148,1317,1770289292.624305,center
421592163,1431,867,1086,1278,1770289292.6283782,center
421596164,1359,798,984,1185,1770289292.6322172,center
421600162,1345,844,1039,1200,1770289292.636363,center
421604162,1423,932,1148,1312,1770289292.6403682,center
421608163,1442,886,1103,1294,1770289292.644419,center
421612163,1359,791,976,1184,1770289292.648287,center
421616164,1339,839,1026,1198,1770289292.652382,center
421620162,1401,916,1126,1291,1770289292.6563861,center
421624162,1440,906,1124,1313,1770289292.660497,center
421628163,1353,784,969,1182,1770289292.664428,center
421632163,1342,841,1029,1201,1770289292.668583,center
421636164,1400,906,1119,1284,1770289292.67252,center
421640162,1452,916,1131,1319,1770289292.676577,center
421644162,1373,793,979,1194,1770289292.680444,center
421648163,1349,836,1025,1196,1770289292.6846569,center
421652163,1385,892,1107,1271,1770289292.6885629,center
421656164,1459,925,1142,1328,1770289292.692466,center
421660162,1409,820,1020,1224,1770289292.696446,center
421664162,1368,827,1013,1198,1770289292.700453,center
421668163,1382,877,1085,1246,1770289292.7045062,center
421672163,1454,929,1145,1322,1770289292.708576,center
421676164,1422,842,1051,1244,1770289292.712595,center
421680162,1368,815,999,1196,1770289292.716488,center
421684162,1366,860,1062,1223,1770289292.7205288,center
421688163,1441,931,1146,1317,1770289292.724494,center
421692164,1426,861,1073,1266,1770289292.728478,center
421696162,1365,800,989,1186,1770289292.732373,center
421700162,1351,848,1048,1206,1770289292.736634,center
421704162,1433,936,1158,1316,1770289292.740621,center
421708163,1439,878,1100,1291,1770289292.744627,center
421712164,1360,791,977,1186,1770289292.7485561,center
421716164,1343,840,1028,1200,1770289292.752651,center
421720162,1407,922,1134,1299,1770289292.756644,center
421724163,1443,902,1122,1308,1770289292.760659,center
421728164,1360,787,976,1186,1770289292.764597,center
421732164,1344,838,1027,1195,1770289292.769109,center
421736162,1400,910,1124,1286,1770289292.772738,center
421740163,1449,913,1131,1317,1770289292.776781,center
421744163,1362,784,970,1181,1770289292.780593,center
421748164,1344,841,1030,1191,1770289292.784727,center
421752164,1387,897,1109,1274,1770289292.788757,center
421756162,1458,922,1139,1324,1770289292.792723,center
421760162,1392,812,1003,1217,1770289292.79675,center
421764163,1359,831,1019,1197,1770289292.800738,center
421768164,1381,882,1094,1254,1770289292.8047621,center
421772164,1450,927,1141,1322,1770289292.808741,center
421776162,1412,837,1037,1232,1770289292.8127801,center
421780162,1363,820,1007,1196,1770289292.8167129,center
421784163,1369,866,1071,1231,1770289292.82076,center
421788164,1440,928,1146,1319,1770289292.824733,center
421792164,1426,854,1069,1256,1770289292.828746,center
421796162,1363,807,994,1193,1770289292.832621,center
421800162,1354,852,1055,1214,1770289292.836755,center
421804163,1436,935,1151,1317,1770289292.840704,center
421808164,1437,872,1091,1283,1770289292.8447978,center
421812162,1358,796,978,1185,1770289292.848651,center
421816162,1343,842,1029,1202,1770289292.852799,center
421820162,1417,928,1141,1309,1770289292.856791,center
421824163,1446,894,1118,1310,1770289292.860899,center
421828164,1364,788,974,1185,1770289292.8647768,center
421832164,1342,837,1023,1201,1770289292.868769,center
421836162,1407,916,1126,1295,1770289292.872777,center
421840162,1449,907,1129,1316,1770289292.876844,center
421844163,1361,780,961,1175,1770289292.880727,center
421848164,1347,845,1032,1201,1770289292.884886,center
421852164,1399,902,1117,1282,1770289292.888816,center
421856162,1460,919,1138,1323,1770289292.892813,center
421860163,1388,803,992,1207,1770289292.8967738,center
421864163,1359,834,1021,1201,1770289292.900803,center
421868164,1390,887,1105,1264,1770289292.90481,center
421872162,1461,927,1143,1324,1770289292.9088268,center
421876162,1415,829,1026,1228,1770289292.912831,center
421880163,1367,824,1011,1200,1770289292.916786,center
421884163,1377,873,1078,1242,1770289292.9207199,center
421888164,1454,931,1145,1322,1770289292.924723,center
421892162,1426,848,1060,1253,1770289292.92876,center
421896163,1370,812,997,1197,1770289292.932645,center
421900162,1364,856,1058,1221,1770289292.936801,center
421904163,1441,933,1148,1318,1770289292.940866,center
421908164,1431,867,1086,1278,1770289292.944983,center
421912162,1359,797,985,1186,1770289292.948802,center
421916162,1346,843,1032,1200,1770289292.952885,center
421920163,1423,932,1147,1312,1770289292.9568481,center
421924164,1442,885,1103,1294,1770289292.9609091,center
421928162,1358,790,976,1184,1770289292.9648058,center
421932162,1339,838,1027,1193,1770289292.968943,center
421936163,1404,917,1124,1290,1770289292.9729338,center
421940163,1442,907,1125,1312,1770289292.976945,center
421944164,1354,782,964,1176,1770289292.980845,center
421948164,1342,841,1029,1198,1770289292.984899,center
421952162,1397,907,1118,1283,1770289292.98892,center
421956163,1453,917,1131,1317,1770289292.992945,center
421960163,1373,791,980,1194,1770289292.996864,center
421964164,1349,835,1024,1194,1770289293.000963,center
421968162,1385,892,1107,1271,1770289293.004941,center
421972162,1459,924,1143,1327,1770289293.0089269,center
421976163,1406,820,1017,1223,1770289293.013011,center
421980163,1365,829,1014,1198,1770289293.016991,center
421984164,1382,878,1087,1246,1770289293.0209658,center
421988162,1454,929,1145,1321,1770289293.024935,center
421992162,1424,844,1051,1246,1770289293.028985,center
421996163,1367,814,1001,1197,1770289293.032929,center
422000163,1367,860,1062,1224,1770289293.036993,center
422004164,1442,931,1147,1318,1770289293.04097,center
422008162,1426,862,1074,1267,1770289293.045045,center
422012162,1364,803,989,1183,1770289293.048895,center
422016163,1349,850,1048,1205,1770289293.0530062,center
422020163,1432,936,1158,1312,1770289293.056989,center
422024164,1438,877,1097,1289,1770289293.0610938,center
422028162,1356,792,975,1181,1770289293.06493,center
422032162,1337,841,1028,1198,1770289293.069057,center
422036163,1403,922,1134,1296,1770289293.073028,center
422040163,1441,902,1122,1310,1770289293.077076,center
422044164,1359,787,975,1184,1770289293.080939,center
422048162,1340,838,1026,1192,1770289293.085042,center
422052162,1398,911,1123,1286,1770289293.089039,center
422056163,1450,913,1129,1316,1770289293.09305,center
422060164,1362,783,964,1178,1770289293.0969741,center
422064164,1343,839,1027,1197,1770289293.101061,center
422068162,1386,897,1113,1276,1770289293.104991,center
422072162,1460,921,1141,1325,1770289293.108983,center
422076163,1396,811,1002,1218,1770289293.113077,center
422080164,1361,831,1019,1198,1770289293.1170602,center
422084162,1385,883,1094,1255,1770289293.121109,center
422088162,1452,927,1140,1321,1770289293.125042,center
422092163,1412,836,1036,1232,1770289293.129069,center
422096164,1363,820,1011,1199,1770289293.1331341,center
422100164,1369,864,1071,1228,1770289293.137061,center
422104162,1441,929,1147,1317,1770289293.1410291,center
422108163,1421,854,1068,1257,1770289293.145074,center
422112163,1364,806,994,1192,1770289293.149001,center
422116164,1354,851,1055,1213,1770289293.153148,center
422120164,1436,934,1150,1317,1770289293.15713,center
422124162,1436,871,1087,1278,1770289293.161139,center
422128162,1359,796,985,1184,1770289293.165032,center
422132163,1344,842,1031,1201,1770289293.1691542,center
422136164,1418,928,1142,1308,1770289293.1731641,center
422140164,1446,893,1118,1309,1770289293.177176,center
422144162,1364,788,975,1187,1770289293.181078,center
422148162,1342,836,1026,1198,1770289293.185136,center
422152163,1404,914,1126,1293,1770289293.189139,center
422156164,1447,907,1127,1319,1770289293.19311,center
422160164,1359,779,961,1175,1770289293.19712,center
422164162,1346,843,1037,1202,1770289293.201131,center
422168162,1399,903,1119,1283,1770289293.205201,center
422172163,1457,919,1139,1325,1770289293.209175,center
422176164,1385,802,992,1203,1770289293.213109,center
422180162,1357,834,1022,1199,1770289293.217176,center
422184162,1387,887,1103,1257,1770289293.221202,center
422188162,1452,925,1140,1321,1770289293.2251751,center
422192163,1406,827,1024,1226,1770289293.229247,center
422196164,1362,825,1012,1201,1770289293.233173,center
422200164,1374,869,1078,1241,1770289293.23725,center
422204162,1451,929,1145,1321,1770289293.241235,center
422208162,1425,849,1060,1252,1770289293.24526,center
422212163,1367,811,998,1196,1770289293.249158,center
422216164,1363,856,1059,1221,1770289293.253247,center
422220164,1441,932,1149,1318,1770289293.2572548,center
422224162,1430,867,1085,1277,1770289293.2612538,center
422228163,1359,799,985,1185,1770289293.265156,center
422232163,1346,844,1040,1204,1770289293.269292,center
422236164,1424,932,1149,1313,1770289293.273249,center
422240162,1443,886,1103,1295,1770289293.277323,center
422244162,1360,791,975,1181,1770289293.281227,center
422248162,1339,838,1026,1197,1770289293.285305,center
422252163,1405,917,1127,1294,1770289293.2893262,center
422256164,1442,906,1125,1313,1770289293.29335,center
422260162,1355,782,965,1178,1770289293.29723,center
422264162,1340,841,1028,1197,1770289293.3013089,center
422268163,1396,906,1118,1283,1770289293.3053188,center
422272163,1452,916,1131,1316,1770289293.3093078,center
422276164,1373,792,979,1194,1770289293.313231,center
422280162,1348,836,1024,1196,1770289293.317308,center
422284163,1385,891,1108,1271,1770289293.321393,center
422288163,1459,923,1143,1325,1770289293.3253682,center
422292164,1405,819,1015,1221,1770289293.329354,center
422296162,1363,827,1011,1202,1770289293.333371,center
422300162,1382,878,1086,1249,1770289293.3373928,center
422304163,1456,930,1145,1322,1770289293.341336,center
422308163,1427,843,1050,1244,1770289293.345404,center
422312164,1371,816,1005,1197,1770289293.349361,center
422316162,1368,860,1063,1223,1770289293.353408,center
422320162,1441,931,1147,1317,1770289293.3573701,center
422324163,1426,860,1074,1266,1770289293.361398,center
422328163,1367,803,988,1186,1770289293.3653061,center
422332164,1352,850,1049,1204,1770289293.3694248,center
422336162,1433,935,1150,1313,1770289293.373379,center
422340162,1439,877,1095,1287,1770289293.37742,center
422344163,1355,792,976,1184,1770289293.3812962,center
422348163,1339,840,1027,1198,1770289293.385456,center
422352164,1404,922,1134,1297,1770289293.389419,center
422356162,1440,900,1123,1309,1770289293.393458,center
422360162,1358,787,977,1188,1770289293.3973608,center
422364163,1343,835,1026,1199,1770289293.401443,center
422368163,1401,910,1117,1284,1770289293.405439,center
422372164,1448,912,1127,1318,1770289293.4094431,center
422376162,1363,785,969,1181,1770289293.4133482,center
422380162,1345,839,1030,1200,1770289293.417484,center
422384163,1390,897,1112,1277,1770289293.421332,center
422388163,1461,922,1139,1325,1770289293.42533,center
422392164,1396,811,1003,1218,1770289293.429368,center
422396162,1362,830,1018,1198,1770289293.433333,center
422400162,1383,883,1096,1255,1770289293.4374,center
422404163,1450,927,1140,1321,1770289293.4413939,center
422408163,1411,835,1035,1231,1770289293.445429,center
422412164,1362,820,1013,1201,1770289293.449512,center
422416162,1371,864,1071,1229,1770289293.4535182,center
422420162,1442,928,1144,1318,1770289293.4574988,center
422424163,1425,852,1068,1255,1770289293.4615538,right
422428164,1363,807,994,1193,1770289293.465336,right
422432164,1356,851,1056,1215,1770289293.469406,right
422436162,1436,935,1150,1317,1770289293.473493,right
422440162,1437,872,1087,1278,1770289293.4775848,right
422444163,1360,796,985,1186,1770289293.481375,right
422448163,1345,842,1031,1200,1770289293.485483,right
422452162,1419,928,1141,1307,1770289293.489511,right
422456162,1445,893,1118,1308,1770289293.493564,right
422460163,1365,789,976,1188,1770289293.4974358,right
422464163,1345,838,1026,1195,1770289293.5015638,right
422468164,1405,915,1124,1289,1770289293.505548,right
422472162,1444,907,1128,1315,1770289293.509533,right
422476163,1354,779,962,1175,1770289293.513505,right
422480162,1344,843,1037,1201,1770289293.517556,right
422484164,1397,904,1118,1283,1770289293.521584,right
422488164,1456,919,1138,1324,1770289293.5256,right
422492162,1385,803,991,1206,1770289293.529523,right
422496162,1357,834,1023,1201,1770289293.533615,right
422500163,1390,888,1103,1258,1770289293.537599,right
422504164,1458,926,1142,1321,1770289293.541543,right
422508164,1408,827,1025,1226,1770289293.545643,right
422512162,1364,824,1012,1200,1770289293.549576,right
422516162,1375,868,1077,1241,1770289293.553642,right
422520163,1453,931,1147,1322,1770289293.557634,right
422524164,1426,848,1059,1252,1770289293.561617,right
422528164,1367,812,996,1197,1770289293.565501,right
422532162,1364,857,1060,1221,1770289293.569618,right
422536162,1440,933,1147,1318,1770289293.573598,right
422540163,1431,867,1084,1277,1770289293.577709,right
422544164,1362,798,984,1187,1770289293.581573,right
422548162,1348,844,1041,1206,1770289293.5856562,right
422552162,1429,933,1148,1313,1770289293.589659,right
422556162,1446,885,1102,1294,1770289293.593683,right
422560163,1361,789,975,1182,1770289293.597567,right
422564164,1340,837,1025,1196,1770289293.6017752,right
422568164,1404,917,1127,1294,1770289293.605655,right
422572162,1442,905,1126,1314,1770289293.609767,right
422576162,1354,783,966,1177,1770289293.613587,right
422580163,1340,841,1027,1197,1770289293.617722,right
422584164,1396,907,1119,1283,1770289293.6217659,right
422588164,1452,917,1133,1319,1770289293.625729,right
422592162,1372,792,979,1194,1770289293.629602,right
