t_us,ch1,ch2,ch3,ch4,pc_time,label
427936162,1375,866,1068,1226,1770289298.980216,up
427940162,1404,888,1110,1274,1770289298.9841769,up
427944163,1451,904,1122,1306,1770289298.9882681,up
427948164,1361,787,974,1180,1770289298.992119,up
427952164,1373,870,1078,1238,1770289298.9962602,up
427956162,1405,884,1103,1271,1770289299.000294,up
427960162,1455,909,1126,1312,1770289299.004253,up
427964163,1391,812,1002,1213,1770289299.008214,up
427968164,1386,862,1062,1229,1770289299.0121238,up
427972162,1396,878,1091,1258,1770289299.016274,up
427976162,1443,911,1127,1309,1770289299.02032,up
427980163,1404,835,1035,1226,1770289299.024191,up
427984164,1381,850,1052,1219,1770289299.0282712,up
427988164,1386,870,1078,1246,1770289299.032171,up
427992162,1446,921,1134,1309,1770289299.036191,up
427996163,1417,848,1060,1248,1770289299.040129,up
428000163,1378,830,1018,1204,1770289299.044172,up
428004164,1380,863,1062,1225,1770289299.048156,up
428008164,1423,915,1126,1299,1770289299.052324,up
428012162,1425,872,1088,1276,1770289299.056294,up
428016162,1364,810,996,1201,1770289299.060169,up
428020163,1372,861,1063,1226,1770289299.0643861,up
428024164,1409,898,1117,1289,1770289299.068351,up
428028164,1434,891,1115,1302,1770289299.072356,up
428032162,1360,796,979,1192,1770289299.076201,up
428036162,1372,864,1067,1228,1770289299.0803509,up
428040163,1406,889,1111,1277,1770289299.084358,up
428044164,1450,901,1120,1307,1770289299.088372,up
428048164,1355,781,962,1172,1770289299.092266,up
428052162,1375,875,1081,1238,1770289299.096373,up
428056162,1408,889,1111,1277,1770289299.100332,up
428060163,1456,906,1125,1311,1770289299.10439,up
428064164,1380,803,990,1197,1770289299.108267,up
428068162,1378,863,1061,1226,1770289299.112412,up
428072162,1393,878,1091,1258,1770289299.1164002,up
428076162,1441,909,1127,1306,1770289299.1204019,up
428080163,1396,827,1024,1220,1770289299.124416,up
428084164,1384,857,1056,1225,1770289299.128431,up
428088164,1390,871,1081,1248,1770289299.132392,up
428092162,1446,919,1133,1310,1770289299.136462,up
428096162,1414,844,1050,1243,1770289299.140435,up
428100163,1381,836,1028,1211,1770289299.144462,up
428104164,1379,866,1075,1238,1770289299.148436,up
428108164,1436,918,1131,1305,1770289299.1524549,up
428112162,1424,862,1072,1262,1770289299.15646,up
428116163,1372,813,1001,1201,1770289299.160477,up
428120163,1373,858,1062,1225,1770289299.16446,up
428124164,1414,904,1121,1293,1770289299.168483,up
428128162,1431,886,1112,1293,1770289299.172481,up
428132162,1361,797,987,1189,1770289299.1763651,up
428136162,1369,863,1064,1225,1770289299.180513,up
428140163,1407,891,1114,1277,1770289299.184462,up
428144164,1449,898,1118,1304,1770289299.188533,up
428148162,1351,783,964,1174,1770289299.192417,up
428152162,1372,876,1081,1239,1770289299.196564,up
428156163,1409,889,1112,1278,1770289299.200554,up
428160163,1452,905,1126,1308,1770289299.204528,up
428164164,1369,793,980,1191,1770289299.208386,up
428168162,1377,869,1071,1233,1770289299.212546,up
428172163,1399,880,1100,1268,1770289299.216501,up
428176163,1453,908,1121,1308,1770289299.220591,up
428180164,1394,819,1013,1221,1770289299.224538,up
428184162,1387,860,1057,1228,1770289299.2285461,up
428188162,1391,874,1082,1251,1770289299.232544,up
428192163,1446,914,1126,1307,1770289299.236556,up
428196163,1410,840,1037,1229,1770289299.240523,up
428200164,1377,839,1031,1209,1770289299.244965,up
428204162,1378,860,1067,1227,1770289299.2485938,up
428208162,1431,919,1133,1302,1770289299.2526212,up
428212163,1418,855,1066,1250,1770289299.25657,up
428216163,1369,818,1010,1205,1770289299.260603,up
428220164,1372,857,1062,1226,1770289299.264603,up
428224162,1417,909,1125,1293,1770289299.2685828,up
428228162,1426,879,1096,1285,1770289299.272579,up
428232163,1359,801,991,1197,1770289299.276509,up
428236163,1368,862,1063,1227,1770289299.280589,up
428240164,1408,893,1114,1284,1770289299.2846441,up
428244162,1440,895,1123,1306,1770289299.288619,up
428248162,1358,789,978,1188,1770289299.292511,up
428252163,1373,867,1067,1228,1770289299.2966459,up
428256163,1404,886,1110,1274,1770289299.300591,up
428260164,1452,904,1123,1305,1770289299.304638,up
428264162,1361,787,975,1180,1770289299.3085592,up
428268162,1374,871,1076,1238,1770289299.31267,up
428272163,1405,885,1110,1274,1770289299.316674,up
428276163,1457,907,1129,1316,1770289299.320683,up
428280164,1391,812,1001,1215,1770289299.324661,up
428284162,1388,866,1063,1230,1770289299.328692,up
428288162,1396,877,1090,1257,1770289299.332685,up
428292163,1445,913,1126,1308,1770289299.336695,up
428296163,1406,835,1033,1228,1770289299.340724,up
428300164,1381,849,1048,1219,1770289299.344724,up
428304162,1386,869,1079,1246,1770289299.3487282,up
428308162,1446,922,1136,1312,1770289299.352743,up
428312163,1424,848,1060,1249,1770289299.3567,up
428316164,1381,828,1017,1206,1770289299.360768,up
428320162,1381,865,1073,1235,1770289299.364712,up
428324162,1431,914,1129,1306,1770289299.368782,up
428328162,1430,872,1088,1278,1770289299.372757,up
428332163,1366,808,998,1202,1770289299.3766,up
428336163,1373,861,1062,1226,1770289299.380786,up
428340162,1410,898,1117,1290,1770289299.384727,up
428344162,1435,891,1117,1302,1770289299.38875,up
428348163,1361,794,979,1192,1770289299.3926342,up
428352163,1373,865,1067,1228,1770289299.39677,up
428356164,1406,890,1112,1276,1770289299.400841,up
428360162,1448,900,1120,1304,1770289299.404861,up
428364163,1354,779,960,1171,1770289299.408684,up
428368162,1370,875,1078,1238,1770289299.4129071,up
428372164,1405,888,1111,1277,1770289299.416825,up
428376164,1453,908,1126,1311,1770289299.420706,up
428380162,1380,804,991,1197,1770289299.424587,up
428384162,1376,864,1061,1225,1770289299.428714,up
428388163,1391,880,1098,1261,1770289299.4327118,up
428392164,1441,910,1126,1309,1770289299.436803,up
428396164,1399,827,1026,1223,1770289299.4408162,up
428400162,1385,855,1056,1226,1770289299.444893,up
428404162,1390,871,1082,1248,1770289299.448831,up
428408163,1447,918,1133,1309,1770289299.452864,up
428412164,1413,844,1050,1240,1770289299.456861,up
428416164,1379,837,1027,1211,1770289299.46089,up
428420162,1379,864,1073,1237,1770289299.464882,left
428424162,1433,917,1132,1305,1770289299.468748,left
428428163,1423,863,1074,1263,1770289299.472728,left
428432164,1370,812,1001,1200,1770289299.476825,left
428436162,1371,859,1061,1224,1770289299.480909,left
428440162,1412,902,1120,1292,1770289299.484868,left
428444162,1431,885,1112,1293,1770289299.488895,left
428448163,1359,798,986,1190,1770289299.492824,left
428452164,1371,864,1067,1225,1770289299.4968371,left
428456164,1407,891,1113,1275,1770289299.500799,left
428460162,1449,899,1119,1304,1770289299.5048199,left
428464162,1347,777,960,1171,1770289299.508777,left
428468163,1368,875,1079,1238,1770289299.512913,left
428472164,1406,889,1114,1283,1770289299.516854,left
428476164,1449,906,1125,1309,1770289299.520931,left
428480162,1372,794,980,1192,1770289299.5247989,left
428484162,1378,869,1072,1236,1770289299.528933,left
428488163,1399,882,1100,1269,1770289299.53295,left
428492164,1453,909,1122,1309,1770289299.5369222,left
428496162,1399,821,1017,1218,1770289299.5409448,left
428500162,1388,859,1058,1227,1770289299.544957,left
428504163,1392,873,1083,1249,1770289299.548917,left
428508163,1443,915,1126,1309,1770289299.552968,left
428512164,1409,839,1038,1229,1770289299.556952,left
428516162,1377,843,1032,1212,1770289299.560983,left
428520163,1377,865,1069,1229,1770289299.564925,left
428524163,1430,919,1133,1303,1770289299.568906,left
428528163,1419,856,1068,1253,1770289299.572974,left
428532164,1369,817,1007,1201,1770289299.577018,left
428536162,1369,858,1062,1223,1770289299.581009,left
428540163,1414,905,1123,1294,1770289299.585543,left
428544163,1425,880,1103,1286,1770289299.5888908,left
428548164,1358,801,990,1197,1770289299.59276,left
428552164,1368,863,1065,1226,1770289299.597037,left
428556162,1407,892,1115,1283,1770289299.600838,left
428560163,1441,896,1119,1305,1770289299.604828,left
428564163,1356,786,971,1183,1770289299.608763,left
428568164,1371,868,1073,1235,1770289299.613051,left
428572162,1406,889,1111,1275,1770289299.617023,left
428576162,1452,905,1124,1305,1770289299.621012,left
428580163,1363,788,975,1181,1770289299.6248949,left
428584163,1373,869,1074,1236,1770289299.629041,left
428588164,1402,884,1103,1270,1770289299.6330082,left
428592162,1454,908,1128,1312,1770289299.637099,left
428596162,1391,813,1003,1214,1770289299.641005,left
428600163,1386,866,1067,1229,1770289299.645068,left
428604163,1395,877,1091,1258,1770289299.649354,left
428608164,1446,913,1127,1309,1770289299.6530812,left
428612162,1407,834,1035,1227,1770289299.657076,left
428616162,1380,847,1044,1217,1770289299.661115,left
428620163,1381,868,1077,1242,1770289299.665119,left
428624163,1443,921,1136,1312,1770289299.6691022,left
428628164,1422,850,1059,1249,1770289299.673055,left
428632162,1380,826,1017,1204,1770289299.677105,left
428636162,1381,861,1066,1227,1770289299.6811059,left
428640163,1422,913,1126,1298,1770289299.685078,left
428644163,1427,873,1088,1276,1770289299.6890812,left
428648164,1364,804,993,1197,1770289299.693045,left
428652162,1368,861,1063,1224,1770289299.697123,left
428656162,1410,896,1113,1285,1770289299.701133,left
428660163,1438,894,1117,1301,1770289299.705152,left
428664163,1361,792,977,1189,1770289299.709048,left
428668164,1374,864,1064,1226,1770289299.713175,left
428672162,1407,891,1112,1275,1770289299.7172081,left
428676162,1450,902,1120,1307,1770289299.721167,left
428680163,1357,780,963,1172,1770289299.725047,left
428684163,1375,874,1080,1240,1770289299.7291799,left
428688162,1407,887,1110,1276,1770289299.7331672,left
428692162,1457,908,1128,1315,1770289299.737199,left
428696162,1385,805,994,1207,1770289299.741088,left
428700163,1386,866,1069,1231,1770289299.745226,left
428704164,1397,880,1098,1264,1770289299.7491782,left
428708162,1448,912,1133,1311,1770289299.7532082,left
428712162,1404,830,1027,1225,1770289299.757214,left
428716163,1387,854,1053,1222,1770289299.761282,left
428720164,1390,870,1081,1247,1770289299.7652411,left
428724164,1446,920,1133,1308,1770289299.7693,left
428728162,1415,844,1052,1242,1770289299.7732291,left
428732163,1378,835,1027,1211,1770289299.777288,left
428736163,1380,866,1073,1237,1770289299.7812521,left
428740164,1435,918,1131,1305,1770289299.7853131,left
428744164,1426,866,1083,1270,1770289299.789264,left
428748162,1373,811,1001,1203,1770289299.793351,left
428752162,1376,863,1065,1226,1770289299.797287,left
428756163,1414,902,1120,1293,1770289299.801253,left
428760164,1433,887,1112,1294,1770289299.8052852,left
428764164,1359,796,979,1189,1770289299.8091898,left
428768162,1370,863,1064,1225,1770289299.81328,left
428772162,1407,892,1112,1276,1770289299.81733,left
428776163,1448,898,1119,1305,1770289299.8212962,left
428780164,1351,777,956,1170,1770289299.82516,left
428784164,1369,876,1083,1239,1770289299.829352,left
428788162,1407,892,1112,1283,1770289299.833282,left
428792162,1450,906,1125,1311,1770289299.8373241,left
428796163,1374,796,981,1194,1770289299.841252,left
428800164,1378,867,1071,1234,1770289299.845345,left
428804164,1398,882,1100,1267,1770289299.8493419,left
428808162,1452,910,1128,1311,1770289299.85335,left
428812162,1400,822,1019,1222,1770289299.857347,left
428816163,1390,858,1059,1228,1770289299.861366,left
428820164,1392,874,1083,1250,1770289299.865354,left
428824164,1448,915,1128,1310,1770289299.869368,left
428828162,1412,840,1038,1231,1770289299.8733351,left
428832162,1379,840,1038,1210,1770289299.8773718,left
428836163,1379,865,1074,1237,1770289299.881376,left
428840164,1436,919,1134,1305,1770289299.88541,left
428844164,1423,860,1070,1258,1770289299.889364,left
428848162,1371,817,1007,1202,1770289299.893445,left
428852163,1371,859,1061,1224,1770289299.897393,left
428856163,1415,905,1123,1294,1770289299.9013708,left
428860164,1427,879,1099,1286,1770289299.905405,left
428864162,1358,799,988,1191,1770289299.909295,left
428868162,1368,862,1064,1225,1770289299.913457,left
428872163,1406,893,1114,1282,1770289299.9173381,left
428876163,1442,900,1120,1306,1770289299.9212859,left
428880164,1354,785,970,1184,1770289299.9252238,left
428884162,1373,870,1075,1234,1770289299.9293141,left
428888163,1407,888,1110,1275,1770289299.933235,left
428892163,1452,903,1122,1306,1770289299.937384,left
428896163,1364,789,976,1186,1770289299.941311,left
428900162,1377,866,1073,1236,1770289299.945485,left
428904162,1404,885,1103,1270,1770289299.949441,left
428908163,1455,909,1128,1311,1770289299.9534469,left
428912163,1392,815,1005,1214,1770289299.957429,left
428916164,1386,863,1064,1227,1770289299.96147,left
428920162,1392,875,1085,1252,1770289299.965471,left
428924162,1443,913,1124,1304,1770289299.969493,left
428928163,1404,836,1035,1227,1770289299.973428,left
428932163,1378,847,1044,1215,1770289299.977516,left
428936164,1378,867,1078,1241,1770289299.981476,left
428940162,1442,921,1137,1313,1770289299.985489,left
428944162,1423,850,1061,1250,1770289299.9895082,left
428948163,1375,822,1015,1203,1770289299.993522,left
428952163,1379,864,1070,1226,1770289299.997524,left
428956164,1422,912,1125,1299,1770289300.001471,left
428960162,1431,876,1094,1281,1770289300.005454,left
428964162,1363,805,993,1199,1770289300.00943,left
428968163,1368,861,1062,1225,1770289300.013524,left
428972163,1409,895,1118,1286,1770289300.017518,left
428976164,1437,895,1117,1303,1770289300.021524,left
428980162,1359,793,980,1188,1770289300.025413,left
428984162,1371,865,1071,1226,1770289300.0295281,left
428988163,1406,892,1113,1275,1770289300.03351,left
428992163,1450,902,1121,1307,1770289300.037552,left
428996164,1356,781,963,1172,1770289300.04145,left
429000162,1374,873,1078,1239,1770289300.045584,left
429004162,1406,887,1110,1276,1770289300.049559,left
429008163,1457,907,1127,1311,1770289300.053616,left
429012163,1383,806,993,1208,1770289300.057486,left
429016164,1384,866,1068,1235,1770289300.0616179,left
429020162,1399,879,1093,1261,1770289300.0656471,left
429024162,1444,911,1127,1310,1770289300.069632,left
429028163,1402,829,1026,1225,1770289300.07357,left
429032163,1383,853,1052,1222,1770289300.07763,left
429036164,1389,871,1079,1246,1770289300.08162,left
429040162,1447,918,1133,1309,1770289300.085643,left
429044162,1415,845,1051,1243,1770289300.0896041,left
429048163,1378,832,1026,1205,1770289300.093741,left
429052164,1377,863,1064,1226,1770289300.0976589,left
429056162,1424,913,1126,1301,1770289300.101681,left
429060162,1422,866,1084,1269,1770289300.105676,left
429064162,1372,811,1000,1202,1770289300.10964,left
429068163,1374,861,1060,1225,1770289300.113636,left
429072164,1412,900,1119,1290,1770289300.117661,left
429076162,1433,888,1112,1294,1770289300.121741,left
429080162,1359,798,989,1191,1770289300.1255639,left
429084162,1370,861,1064,1225,1770289300.1296918,left
429088164,1406,891,1113,1277,1770289300.133653,left
429092164,1445,899,1117,1305,1770289300.137707,left
429096162,1350,778,960,1170,1770289300.141582,left
429100162,1371,878,1082,1240,1770289300.1457322,left
429104163,1407,889,1113,1278,1770289300.149717,left
429108164,1451,907,1125,1310,1770289300.153728,left
429112164,1376,799,986,1194,1770289300.1576068,left
429116162,1379,868,1070,1227,1770289300.161765,left
429120162,1395,880,1098,1265,1770289300.165719,left
429124163,1449,909,1128,1312,1770289300.169763,left
429128164,1401,823,1019,1222,1770289300.173732,left
429132164,1389,860,1058,1228,1770289300.17778,left
429136162,1393,872,1083,1250,1770289300.181767,left
429140162,1447,916,1128,1309,1770289300.185786,left
429144163,1414,840,1046,1234,1770289300.1897469,left
429148164,1382,839,1039,1214,1770289300.193781,left
429152164,1380,869,1077,1241,1770289300.1978502,left
429156162,1442,919,1135,1309,1770289300.201785,left
429160162,1426,860,1071,1260,1770289300.205855,left
429164163,1376,820,1010,1206,1770289300.209847,left
429168164,1377,863,1066,1226,1770289300.213879,left
429172162,1417,909,1125,1293,1770289300.2178528,left
429176162,1429,883,1104,1290,1770289300.221853,left
429180162,1362,801,990,1198,1770289300.225726,left
429184163,1370,863,1064,1227,1770289300.229864,left
429188164,1408,892,1115,1284,1770289300.233878,left
429192164,1440,896,1118,1305,1770289300.2378209,left
429196162,1353,783,965,1176,1770289300.241698,left
429200162,1369,870,1074,1232,1770289300.245909,left
429204163,1406,889,1111,1276,1770289300.249847,left
429208164,1452,904,1122,1307,1770289300.2538939,left
429212164,1365,789,975,1185,1770289300.257747,left
429216162,1375,870,1074,1236,1770289300.261944,left
429220163,1403,883,1103,1269,1770289300.265839,left
429224163,1455,910,1129,1313,1770289300.2699342,left
429228164,1393,813,1005,1215,1770289300.273839,left
429232162,1386,863,1061,1228,1770289300.277863,left
429236162,1393,876,1088,1255,1770289300.281865,left
429240163,1446,913,1126,1308,1770289300.285892,left
429244163,1407,836,1035,1227,1770289300.2899,left
429248164,1379,846,1045,1215,1770289300.29384,left
429252162,1380,867,1076,1244,1770289300.297844,left
429256163,1443,922,1137,1314,1770289300.301856,left
429260163,1424,851,1061,1251,1770289300.305899,left
429264163,1376,827,1016,1204,1770289300.309862,left
429268164,1378,864,1069,1231,1770289300.313911,left
429272162,1421,911,1123,1299,1770289300.317877,left
429276163,1427,875,1093,1282,1770289300.321934,left
429280163,1360,804,994,1198,1770289300.3258219,left
429284163,1368,860,1062,1224,1770289300.3299232,left
429288162,1409,895,1118,1285,1770289300.333945,left
429292162,1437,895,1119,1303,1770289300.3379579,left
429296163,1361,792,979,1189,1770289300.341865,left
429300163,1373,865,1067,1226,1770289300.34599,left
429304164,1406,892,1114,1282,1770289300.349943,left
429308162,1447,902,1121,1308,1770289300.354014,left
429312162,1358,783,963,1173,1770289300.358058,left
429316163,1374,873,1080,1238,1770289300.362016,left
429320163,1407,888,1110,1276,1770289300.365988,left
429324164,1458,909,1129,1313,1770289300.370004,left
429328162,1386,807,996,1210,1770289300.373898,left
429332162,1386,865,1067,1230,1770289300.378029,left
429336163,1397,880,1096,1260,1770289300.382008,left
429340163,1447,911,1129,1310,1770289300.386049,left
429344164,1406,831,1029,1228,1770289300.390004,left
429348162,1384,852,1052,1221,1770289300.39408,left
429352162,1390,870,1081,1247,1770289300.398033,left
429356163,1447,919,1134,1309,1770289300.402022,left
429360163,1416,846,1051,1243,1770289300.406042,left
429364164,1378,832,1024,1205,1770289300.410007,left
429368162,1379,864,1071,1232,1770289300.41405,left
429372162,1433,919,1133,1305,1770289300.41802,left
429376163,1427,868,1085,1272,1770289300.421889,left
429380163,1377,817,1006,1205,1770289300.426021,left
429384164,1380,868,1073,1238,1770289300.4300768,left
429388162,1423,909,1125,1298,1770289300.434037,left
429392162,1444,889,1115,1297,1770289300.438082,left
429396163,1367,796,990,1192,1770289300.442004,left
429400163,1374,864,1068,1228,1770289300.4461231,left
429404164,1410,897,1112,1284,1770289300.450075,left
429408162,1444,897,1121,1307,1770289300.454108,left
429412162,1351,778,959,1170,1770289300.458011,left
429416163,1369,876,1081,1239,1770289300.462131,left
429420164,1409,890,1114,1285,1770289300.46611,left
429424162,1448,905,1127,1311,1770289300.47013,left
429428162,1374,795,981,1194,1770289300.474012,left
429432162,1376,864,1069,1226,1770289300.478143,left
429436163,1394,882,1101,1265,1770289300.4821482,left
429440164,1447,911,1123,1309,1770289300.486156,left
429444162,1397,822,1018,1221,1770289300.490161,left
429448162,1385,857,1055,1226,1770289300.4942,left
429452163,1392,874,1083,1249,1770289300.498137,left
429456164,1446,917,1128,1310,1770289300.502193,left
429460164,1412,841,1039,1231,1770289300.506171,left
429464162,1379,839,1029,1208,1770289300.510166,left
429468163,1378,864,1074,1236,1770289300.514174,left
429472163,1438,920,1137,1311,1770289300.5181818,left
429476164,1425,859,1070,1259,1770289300.522188,left
429480164,1375,815,1001,1201,1770289300.526176,left
429484162,1376,864,1064,1224,1770289300.530182,left
429488162,1418,907,1122,1292,1770289300.5342212,left
429492163,1426,881,1102,1286,1770289300.538212,left
429496164,1356,800,990,1191,1770289300.54209,left
429500164,1369,863,1064,1225,1770289300.5462348,left
429504162,1408,893,1115,1283,1770289300.550205,left
429508162,1440,896,1117,1304,1770289300.554257,left
429512163,1351,782,965,1175,1770289300.558131,left
429516164,1370,873,1079,1237,1770289300.5622559,left
429520164,1410,893,1116,1279,1770289300.566258,left
429524162,1448,903,1122,1307,1770289300.570271,left
429528162,1363,788,975,1182,1770289300.574188,left
429532163,1372,868,1073,1234,1770289300.578306,left
429536164,1402,884,1102,1270,1770289300.582277,left
429540162,1454,908,1128,1309,1770289300.586303,left
429544162,1390,816,1009,1219,1770289300.59025,left
429548162,1388,864,1065,1231,1770289300.594303,left
429552163,1397,877,1090,1259,1770289300.5982962,left
429556164,1448,913,1125,1312,1770289300.6023061,left
429560164,1409,835,1033,1229,1770289300.606246,left
429564162,1380,846,1042,1214,1770289300.610313,left
429568162,1385,870,1079,1245,1770289300.614304,left
429572163,1446,923,1137,1314,1770289300.618326,left
429576164,1424,848,1059,1250,1770289300.622281,left
429580164,1375,821,1014,1202,1770289300.626286,left
429584162,1377,865,1069,1233,1770289300.630377,left
429588163,1424,913,1127,1302,1770289300.634264,left
429592163,1427,874,1089,1278,1770289300.638339,left
429596164,1363,805,991,1195,1770289300.64224,left
429600162,1371,862,1063,1224,1770289300.646358,left
429604162,1410,895,1118,1286,1770289300.650363,left
429608163,1436,895,1118,1295,1770289300.654381,left
429612163,1354,791,978,1186,1770289300.658255,left
429616164,1369,868,1069,1227,1770289300.662384,left
429620162,1404,891,1116,1282,1770289300.6663628,left
429624163,1443,899,1120,1307,1770289300.670401,left
429628163,1354,780,962,1173,1770289300.674284,left
429632164,1373,873,1079,1239,1770289300.678431,left
429636164,1408,889,1110,1277,1770289300.68239,left
429640162,1455,907,1125,1314,1770289300.68641,left
429644163,1384,805,994,1206,1770289300.6902678,left
429648163,1385,864,1068,1232,1770289300.694454,left
429652164,1400,881,1098,1266,1770289300.6984022,left
429656162,1456,910,1128,1311,1770289300.702432,left
429660162,1407,828,1027,1231,1770289300.7064161,left
429664163,1389,852,1050,1223,1770289300.7104661,left
429668163,1393,873,1081,1248,1770289300.714441,left
429672164,1450,920,1135,1311,1770289300.718464,left
429676162,1417,844,1050,1243,1770289300.7224371,left
429680162,1373,828,1017,1203,1770289300.72647,left
429684163,1378,863,1063,1227,1770289300.730457,left
429688163,1428,915,1128,1303,1770289300.734463,left
429692164,1423,866,1083,1270,1770289300.738484,left
429696162,1370,809,998,1202,1770289300.742346,left
429700162,1375,860,1063,1226,1770289300.74647,left
429704163,1413,904,1120,1292,1770289300.750478,left
429708163,1432,889,1114,1295,1770289300.754495,left
429712164,1358,795,988,1191,1770289300.75839,left
429716162,1371,863,1065,1227,1770289300.762528,left
429720162,1407,892,1114,1283,1770289300.76647,left
429724163,1442,897,1119,1306,1770289300.770525,left
429728163,1350,778,960,1170,1770289300.774388,left
429732164,1370,877,1081,1240,1770289300.7785568,left
429736162,1408,888,1113,1279,1770289300.7824771,left
429740162,1450,906,1123,1308,1770289300.786536,left
429744163,1375,795,977,1192,1770289300.790431,left
429748163,1376,866,1068,1231,1770289300.794571,left
429752164,1395,883,1100,1266,1770289300.798559,left
429756162,1448,908,1129,1308,1770289300.802561,left
429760162,1398,822,1021,1221,1770289300.806438,left
429764163,1388,856,1055,1226,1770289300.8104472,left
429768163,1393,875,1082,1249,1770289300.814479,left
429772164,1447,916,1130,1310,1770289300.818475,left
429776162,1412,840,1047,1234,1770289300.822575,left
429780162,1384,842,1040,1215,1770289300.8265889,left
429784163,1379,864,1072,1237,1770289300.8305762,left
429788164,1437,919,1135,1307,1770289300.8345659,left
429792162,1423,857,1071,1258,1770289300.8385952,left
429796162,1372,815,999,1200,1770289300.842488,left
429800162,1373,860,1061,1224,1770289300.846594,left
429804163,1416,905,1122,1295,1770289300.850594,left
429808164,1427,881,1105,1291,1770289300.854628,left
429812162,1359,798,985,1192,1770289300.8584971,left
429816162,1369,862,1064,1225,1770289300.862654,left
429820163,1408,892,1115,1282,1770289300.8666282,left
429824164,1438,898,1113,1296,1770289300.870668,left
429828164,1350,781,963,1171,1770289300.874592,left
429832162,1367,873,1079,1239,1770289300.878573,left
429836162,1406,891,1113,1284,1770289300.882653,left
429840163,1443,899,1120,1310,1770289300.8866801,left
429844164,1363,791,978,1191,1770289300.890553,left
429848164,1377,872,1075,1238,1770289300.894772,left
429852162,1407,885,1104,1274,1770289300.898668,left
429856162,1458,910,1128,1311,1770289300.9026759,left
429860163,1393,815,1004,1217,1770289300.906637,left
429864164,1388,863,1058,1228,1770289300.910646,left
429868164,1393,877,1087,1254,1770289300.914676,left
429872162,1447,914,1125,1307,1770289300.91872,left
429876162,1407,836,1035,1228,1770289300.922564,left
429880163,1378,845,1042,1216,1770289300.926564,left
429884164,1381,867,1078,1244,1770289300.930604,left
429888164,1443,920,1136,1312,1770289300.934596,left
429892162,1425,852,1063,1252,1770289300.938578,left
429896162,1382,827,1019,1205,1770289300.942612,left
429900163,1380,864,1071,1232,1770289300.9466681,left
429904164,1424,913,1125,1301,1770289300.9507651,left
429908162,1434,875,1094,1282,1770289300.954768,left
429912162,1363,806,993,1198,1770289300.958689,left
429916162,1369,861,1064,1227,1770289300.962785,left
429920163,1409,894,1117,1285,1770289300.96677,left
429924164,1437,895,1117,1302,1770289300.970788,left
429928164,1359,790,978,1188,1770289300.974632,left
429932162,1373,868,1068,1227,1770289300.978783,left
429936162,1405,889,1113,1281,1770289300.982765,left
429940163,1446,900,1124,1306,1770289300.986776,left
429944164,1354,784,969,1177,1770289300.990728,left
429948164,1372,873,1075,1237,1770289300.994914,left
429952162,1406,887,1109,1275,1770289300.998763,left
429956163,1453,905,1124,1307,1770289301.002804,left
429960163,1383,808,998,1208,1770289301.00672,left
429964164,1383,865,1066,1234,1770289301.01087,left
429968162,1399,879,1092,1260,1770289301.014861,left
429972162,1446,912,1124,1307,1770289301.0188851,left
429976163,1403,831,1026,1225,1770289301.02286,left
429980163,1382,853,1050,1221,1770289301.0269032,left
429984164,1387,871,1080,1247,1770289301.030854,left
429988162,1445,921,1135,1309,1770289301.034889,left
429992163,1414,845,1053,1243,1770289301.03886,left
429996163,1372,827,1018,1203,1770289301.042869,left
430000163,1376,863,1067,1226,1770289301.046886,left
430004164,1428,917,1131,1303,1770289301.050859,left
430008162,1424,869,1085,1273,1770289301.054909,left
430012163,1368,809,997,1201,1770289301.058857,left
430016163,1374,862,1063,1227,1770289301.062902,left
430020164,1412,899,1118,1291,1770289301.06692,left
430024162,1433,889,1115,1294,1770289301.0708952,left
430028162,1357,794,989,1190,1770289301.074861,left
430032162,1369,863,1066,1226,1770289301.0788832,left
430036163,1406,892,1115,1277,1770289301.082877,left
430040164,1446,899,1120,1305,1770289301.086947,left
430044162,1350,779,958,1170,1770289301.090849,left
430048162,1369,876,1080,1239,1770289301.094956,left
430052163,1407,890,1113,1277,1770289301.098934,left
430056163,1454,905,1123,1308,1770289301.102966,left
430060164,1377,801,988,1193,1770289301.1068459,left
430064162,1377,865,1070,1232,1770289301.1109738,left
430068162,1398,881,1100,1266,1770289301.114924,left
430072163,1452,909,1129,1311,1770289301.118995,left
430076163,1401,824,1021,1224,1770289301.122963,left
430080164,1388,856,1055,1224,1770289301.127022,left
430084162,1394,874,1083,1249,1770289301.130986,left
430088162,1448,919,1131,1308,1770289301.134988,left
430092163,1412,840,1040,1233,1770289301.1389608,left
430096163,1378,837,1033,1210,1770289301.1430342,left
430100164,1379,867,1076,1239,1770289301.14701,left
430104162,1440,920,1135,1309,1770289301.1510122,left
430108162,1424,859,1071,1257,1770289301.154995,left
430112163,1371,815,1000,1199,1770289301.1589608,left
430116163,1369,860,1061,1223,1770289301.163024,left
430120164,1413,903,1122,1293,1770289301.167011,left
430124162,1427,883,1104,1291,1770289301.17101,left
430128162,1359,798,987,1191,1770289301.1749299,left
430132163,1371,863,1071,1225,1770289301.179038,left
430136163,1407,892,1114,1282,1770289301.1830158,left
430140164,1441,897,1118,1304,1770289301.187055,left
430144162,1350,782,962,1173,1770289301.190938,left
430148162,1372,874,1079,1239,1770289301.1950982,left
430152163,1411,892,1114,1284,1770289301.199035,left
430156164,1445,903,1124,1310,1770289301.2030652,left
430160162,1365,791,977,1191,1770289301.206969,left
